i	dep_id	name	dev_stat	url	code_list	longitude	latitude
222847	10214606	"White Maple Sprs"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10214606"	" MN "	-123.52862	40.13295
223010	10238433	"Joaquin"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238433"	" AU AG "	-122.92802	41.59424
223215	10263236	"Canyon Mtn Group of Mines No 1"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10263236"	" AU "	-123.22532	41.16924
223217	10263354	"Frazier"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10263354"	" AU AG "	-123.10052	41.25624
223354	10281509	"Unnamed Location"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10281509"	" CR "	-122.58441	41.44294
223397	10286330	"Goat Camp Claim"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10286330"	" MN "	-123.06281	40.31795
223401	10286780	"Baker"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10286780"	" AU "	-122.5347	40.77765
223411	10287880	"Joss"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10287880"	" AU AG "	-122.92641	40.72985
223818	10030572	"Unknown"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10030572"	" CR "	-123.56195	40.40541
223840	10033716	"Source No. 1"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10033716"	" MN "	-123.52945	40.14013
223856	10035915	"Toronto Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035915"	" AU AS "	-122.74999	40.73846
224157	10072351	"South Fork-Igo"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10072351"	" AU "	-122.58443	40.53318
224195	10076578	"Unnamed Limestone"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10076578"	" LST "	-124.1317	40.49623
224505	10115258	"Coleman"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10115258"	" AU "	-123.60193	40.90844
224713	10141095	"Quarry"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141095"	" STN_C "	-122.49079	40.50205
224715	10141323	"Lindy"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141323"	" AU "	-123.43284	41.72423
224717	10141399	"Foss Prospect"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141399"	" MN "	-123.10941	40.36795
224718	10141593	"Rusty Prospect"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141593"	" AU HG "	-123.26282	41.08954
224720	10141800	"Hall"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141800"	" AU "	-123.00441	40.73065
224722	10141867	"Keaton Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141867"	" AU "	-123.08832	41.26924
224723	10141932	"Broken Hammer Prospects"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141932"	" MN "	-123.48581	40.12985
224905	10165043	"Texas"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165043"	" AU "	-122.4519	40.66705
224913	10166016	"Heninger"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10166016"	" AU "	-122.86221	41.11234
224914	10166134	"Overton Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10166134"	" AU "	-123.01142	41.35514
225090	10189241	"White Girl"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10189241"	" AU "	-122.44609	40.55405
225098	10189775	"Champion"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10189775"	" AU "	-123.51974	41.39013
225106	10190610	"Wildcat Chrome"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10190610"	" CR "	-122.5622	41.02345
225247	10207798	"Democrat Group"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10207798"	" AU "	-122.95081	40.72455
225300	10213740	"Mineral Mountain"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10213740"	" CU "	-122.4933	40.63235
225305	10214127	"Jackson and Carter"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10214127"	" CU "	-123.02081	40.50985
225308	10214368	"Big Rock Claim"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10214368"	" MN "	-123.45302	40.64984
225634	10256668	"Sailor Bar Creek Group"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10256668"	" AU AG "	-123.17502	40.74014
225688	10262512	"Crown Point"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10262512"	" AU "	-122.49389	40.53815
225690	10262918	"Gray Claims"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10262918"	" CR "	-123.07003	41.72763
225869	10287222	"Gem Lake"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10287222"	" CR "	-123.13753	41.53923
225870	10287330	"Copper Queen Group"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10287330"	" CU "	-123.48442	40.39065
225876	10287868	"Old Bill Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10287868"	" MN "	-123.10671	40.29125
226275	10033835	"Graves Group"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10033835"	" CU "	-122.47193	40.78207
226340	10043452	"Bear Cat Occurrence"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10043452"	" CR "	-122.96054	40.30541
226625	10077749	"Monarch"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10077749"	" CU "	-122.71417	41.34401
226910	10116537	"Franklin Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10116537"	" AU CU "	-122.6705	40.72205
227049	10134686	"Smith and Myers"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10134686"	" AU "	-123.08222	41.28844
227107	10141780	"Salyer Copper"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141780"	" CU AU "	-123.24832	41.00814
227272	10164861	"Al Toland"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10164861"	" AU "	-122.5222	40.95015
227275	10165367	"Montes Mine"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165367"	" AU "	-123.39973	41.34013
227276	10165450	"Trautz Green Ranch"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165450"	" AU "	-122.52669	40.39426
227279	10165718	"Sherwood"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165718"	" AU "	-123.28392	41.09094
227280	10166270	"Plummer Creek Placers"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10166270"	" AU "	-123.20612	41.16734
227443	10188409	"Kalamath River"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10188409"	" AU "	-123.66224	41.20593
227459	10190088	"Rattlesnake Claim"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10190088"	" MN "	-123.24861	40.39735
227461	10190420	"Gold Crown"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10190420"	" AU "	-122.88441	41.10674
227637	10213548	"Flapjack Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10213548"	" AU "	-123.11362	41.29424
227638	10213573	"Purcupine"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10213573"	" AU "	-122.5161	40.57955
227641	10213909	"Nonsuite Quartz"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10213909"	" AU "	-122.46799	40.61845
227643	10214255	"Wild Gulch"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10214255"	" AU "	-123.10223	41.41794
227644	10214314	"Pine Tree"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10214314"	" AU AG "	-122.7922	40.60515
227649	10214615	"Venecia Mine"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10214615"	" AU "	-122.7553	40.74015
227862	10238325	"Umpah Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238325"	" AU "	-122.93692	41.58544
227864	10238744	"Blue Lead"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238744"	" AU "	-122.92971	40.74625
228043	10262052	"Queen Anne"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10262052"	" AU "	-122.47029	40.61905
228193	10281364	"Smith"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10281364"	" AU "	-122.94391	40.95014
228229	10286742	"Cady Prospect"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10286742"	" ASB "	-122.73782	41.73514
228233	10287391	"Unnamed"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10287391"	" CU NI "	-122.62941	41.04095
228234	10287513	"Supplanter"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10287513"	" AU "	-123.39503	40.96174
228648	10033609	"Collier Deposit"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10033609"	" MN "	-122.7939	41.67817
228649	10034211	"Vine Oak"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10034211"	" CU "	-123.35473	40.41429
228654	10034376	"Black Diamond"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10034376"	" AU "	-122.45526	40.56874
228655	10034440	"Janice Group"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10034440"	" AU CU "	-122.50443	40.65152
228668	10035435	"Hi-You, Aurora & Apex"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035435"	" AU PB "	-122.81779	41.72345
228682	10038040	"Hawkins Bar"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10038040"	" AU PGE_PT "	-123.52141	40.8704
228998	10077545	"Reid"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10077545"	" AU AG CU "	-122.43026	40.66596
228999	10077562	"Rise Corp"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10077562"	" AU "	-122.46443	41.05124
229000	10077572	"White Star Group"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10077572"	" AG "	-122.5736	40.51568
229075	10086646	"Globe Consolidated"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10086646"	" AU PB "	-123.00722	40.87956
229180	10103906	"Costa Claim"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103906"	" CR "	-122.52555	41.15152
229274	10115010	"Little Klondike"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10115010"	" AU "	-123.45033	41.21704
229286	10116910	"Inez"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10116910"	" AU "	-122.46919	40.61235
229440	10140643	"Oak Flat Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10140643"	" AU "	-123.42614	41.73453
229441	10140706	"Lewis Prospect"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10140706"	" MN "	-122.89922	41.55954
229445	10141457	"Scioc Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141457"	" AU "	-122.94752	41.58204
229447	10141599	"Raab"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141599"	" AU "	-123.02391	40.68625
229449	10141841	"Unnamed Location"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141841"	" STN_C "	-122.79832	41.37704
229648	10163856	"Worswick Gravel Bar"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10163856"	" SDG "	-124.17804	40.59984
229668	10165715	"Unnamed"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165715"	" AU "	-123.25052	40.77314
229669	10166034	"Keating Prospect"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10166034"	" AU AG "	-122.87721	41.14374
229827	10189299	"Harris"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10189299"	" AU "	-123.16192	41.29154
229830	10189749	"Sugarloaf"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10189749"	" AU "	-122.45299	40.54815
229834	10189967	"Excelsior Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10189967"	" AU "	-123.07282	41.30514
230009	10213494	"Bell Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10213494"	" AU "	-123.25583	41.17924
230011	10213698	"Gigalo,Dollar,Mayday"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10213698"	" AU AG "	-122.98972	41.07544
230013	10214602	"Unnamed"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10214602"	" FE "	-122.99031	40.47595
230170	10236667	"Florence Placer"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10236667"	" AU "	-123.64974	41.21793
230183	10238523	"Reported Occurrence"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238523"	" CU "	-123.13552	41.25484
230184	10238552	"Sunflower"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238552"	" AU AG "	-122.92552	41.66313
230185	10238617	"Mary Blaine"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238617"	" AU "	-123.26442	41.09204
230186	10238732	"Raymond Gulch Placer"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238732"	" AU "	-123.16472	40.86654
230347	10260647	"Reported Occurrences"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10260647"	" AU "	-123.92755	41.46153
230350	10261106	"Mercer-Fraser Co"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10261106"	" SDG "	-124.03644	40.90843
230363	10262944	"Wolfard Quarry"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10262944"	" STN_C "	-122.83582	41.38674
230365	10263020	"Hobart"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10263020"	" AU "	-122.80642	41.73674
230366	10263125	"Last Chance"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10263125"	" AU "	-122.93302	41.57044
230368	10263267	"Costa Lily"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10263267"	" CR "	-122.52861	41.64904
230694	10304746	"Myera Pocket Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10304746"	" AU "	-123.15112	41.31924
231040	10035449	"Gibralter"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035449"	" AU "	-122.93945	41.57706
231041	10035533	"Big Add"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035533"	" AU "	-122.93168	41.58484
231055	10037057	"Kaweah"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10037057"	" MO "	-122.91778	40.96651
231357	10076575	"Unnamed Location"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10076575"	" MN "	-123.65862	40.39178
231368	10077539	"Golden Chariot"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10077539"	" AU "	-122.47803	40.56096
231369	10077752	"Unnamed Location"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10077752"	" CR "	-122.60889	41.42956
231370	10077793	"Whistlebear Mine"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10077793"	" AU "	-123.15362	41.28623
231483	10095210	"Blue Lizard Prospect"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10095210"	" MN "	-123.50639	40.12846
231548	10103299	"Zarina"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103299"	" AU "	-122.98945	41.37901
231549	10103427	"Trinity Mohawk"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103427"	" AU FE "	-122.73832	40.77902
231600	10111076	"Unnamed Property"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10111076"	" AU "	-122.65693	40.73152
231601	10111175	"Finley Mine"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10111175"	" AU "	-123.12001	41.29873
231645	10117175	"Haskins"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117175"	" AU "	-122.69801	41.01125
231789	10135115	"Morrison Cabin Bar"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10135115"	" AU "	-123.15922	40.99264
231848	10141865	"Stevens"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141865"	" AU "	-123.31612	40.97764
232022	10165154	"Jewell"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165154"	" STN_C "	-122.49219	40.51095
232023	10165225	"Black Hawk"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165225"	" AU "	-123.51284	41.62373
232026	10166077	"Peach Buela A"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10166077"	" CR "	-122.9225	40.28485
232197	10189370	"Russell"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10189370"	" AU "	-122.49469	40.52565
232199	10189636	"Unnamed Location"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10189636"	" ASB "	-122.50891	41.40484
232200	10189658	"Whistlebear Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10189658"	" AU "	-123.15362	41.28624
232205	10190148	"Unnamed"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10190148"	" ASB "	-122.65501	41.11344
232206	10190511	"Unknown"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10190511"	" AU "	-123.11173	41.42704
232207	10190779	"Patrick Holland S Placer Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10190779"	" AU "	-122.79421	41.14654
232385	10213553	"Silver King"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10213553"	" AG "	-122.45029	40.54815
232389	10214030	"Negro Gulch Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10214030"	" AU CU "	-122.66031	41.35924
232583	10237943	"Hummingbird"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10237943"	" AU "	-122.43859	40.61795
232586	10238326	"Brown Prospect"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238326"	" MN "	-123.05752	41.21564
232588	10238464	"Jones Brothers"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238464"	" ASB "	-122.70941	41.08094
232591	10238721	"Last Chance"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238721"	" AU "	-122.85362	41.68314
232593	10239043	"Horseshoe and Homestake"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10239043"	" AU AG "	-122.91251	40.74515
232594	10239058	"Consolidated Sciwash"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10239058"	" AU "	-122.81222	41.68794
232760	10262142	"Clipper and Snyder"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10262142"	" AU "	-122.4858	40.76125
232767	10262932	"Graves Pit #23"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10262932"	" SDG "	-122.54609	40.19876
232769	10263142	"Sulphur Springs"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10263142"	" AU "	-123.40892	40.44985
232770	10263362	"Sandra Lee"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10263362"	" AU "	-123.13222	40.77154
232968	10287248	"Reported Occurrences"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10287248"	" AU "	-123.17753	41.32904
232970	10287493	"Virginia Bruce Claim"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10287493"	" AG CR "	-123.22972	40.72294
232971	10287717	"Middle and Upper Weaver Creek"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10287717"	" AU "	-122.92441	40.71205
233396	10030548	"Windbigler No. 2 Prospect"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10030548"	" MN "	-123.69084	40.39456
233414	10033619	"Lighthill Prospect"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10033619"	" MN "	-122.98613	41.73511
233415	10033621	"Ora Fino Prospect No. 1"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10033621"	" MN "	-122.90195	41.58095
233417	10033820	"Dittmar"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10033820"	" CU "	-122.45027	40.74596
233424	10034364	"American"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10034364"	" AU AS "	-122.60804	40.71902
233429	10035474	"Uncle Sam Consolidated"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035474"	" AU "	-123.0964	41.26401
233431	10035849	"Isabel"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035849"	" AU "	-123.00167	40.84512
233432	10035895	"Occurrence"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035895"	" AU "	-122.98444	40.99262
233465	10040719	"Shasta Lily Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10040719"	" HG "	-122.52139	41.15207
233487	10043433	"Deleray and Rodgers Claim"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10043433"	" CR "	-123.95532	41.69538
233488	10043524	"Black Crow No. 1 and No. 2 Claims"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10043524"	" CR "	-122.51472	41.15874
233755	10077598	"Little Nellie"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10077598"	" AU CU "	-122.51054	40.67207
233821	10086619	"Mammon Group"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10086619"	" AU CU "	-122.62444	41.40428
233927	10103281	"Low Hill"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103281"	" AU "	-123.05001	41.09317
234015	10116521	"Haley Placer"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10116521"	" AU "	-123.44864	41.71063
234020	10117227	"Hookam Cow"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117227"	" AU AG "	-123.10782	41.09874
234021	10117247	"Trinity Chrome Mine"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117247"	" CR "	-122.53	41.02345
234024	10117589	"Upton"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117589"	" AU AG "	-123.53193	40.89544
234203	10138922	"Blocksburg"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10138922"	" SDG "	-123.59552	40.49314
234228	10141684	"Weber"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141684"	" AU "	-123.24302	40.97904
234232	10141947	"O'Connell"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141947"	" AU AG "	-122.89361	40.58545
234427	10165686	"Veta Chica"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165686"	" CR "	-123.04583	41.72063
234428	10165789	"Compass"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165789"	" CR "	-123.21721	40.43375
234430	10165815	"Wolff Brothers Placer"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165815"	" HG "	-123.04251	40.83124
234431	10166226	"Ralston Mine"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10166226"	" AU "	-123.00781	40.86874
234551	10184140	"Drummer Boy"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10184140"	" AU "	-122.77752	41.71594
234578	10187460	"Little Rattlesnake Mountain Deposit"	"Prospect"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10187460"	" CO CR "	-123.97285	41.69592
234595	10190075	"Vitzthum"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10190075"	" AU AG "	-122.89051	40.65925
234597	10190273	"Unnamed"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10190273"	" AU "	-122.81801	40.72485
234783	10211950	"Forks of Salmon"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10211950"	" AU PGE "	-123.49144	41.37593
234805	10214452	"Rex"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10214452"	" AU "	-122.92251	40.72735
234967	10238756	"Brown Mine"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238756"	" AU "	-122.95362	41.05454
234968	10238811	"Gold King"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10238811"	" AU AG "	-123.00223	41.73293
235157	10263296	"Blue Jacket"	"Past Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10263296"	" AU "	-122.70671	41.07124
235158	10263439	"Unnamed"	"Occurrence"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10263439"	" AU "	-122.8117	40.57515
235341	10284823	"Old County Pit"	"Producer"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10284823"	" SDG "	-123.70614	41.16483
235348	10285497	"East Fork"	"Unknown"	"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10285497"	" CR "	-123.77554	41.33873
