i	dep_id	line	struct_type	struct	struct_text	inserted_by	insert_date	updated_by	update_date
22769	"10079600"	1	"L"	""	"The Metabasalts Indicate That They Are Submarine Flows With Associated Chert, Black Shale And Tuffaceous Sediments"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22770	"10013793"	1	"R"	""	"Tarryall Mountains, Front Range, Puma Hills, Badger Flats"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22771	"10013793"	1	"L"	""	"Badger Flats Fault, Minor Faults, Round Mountain Syncline; Ne-Trending Shears"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22772	"10307005"	1	"R"	""	"Limestone"	"woodruff"	"28-OCT-2003 08:53:00"	""	""
22773	"10044612"	1	"L"	""	"Thrust Fault"	"MRDS migration"	"29-OCT-02"	""	""
22774	"10072620"	5	"L"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
22775	"10072620"	1	"R"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
22776	"10071250"	1	"R"	""	"Gold Hill Fault Zone"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22777	"10021960"	1	"R"	""	"Beds Are Almost Flat In Plainview Syncline"	"MRDS migration"	"29-OCT-02"	""	""
22778	"10021961"	1	"R"	""	"Beds Almost Flat, In Plainview Syncline"	"MRDS migration"	"29-OCT-02"	""	""
22779	"10021010"	1	"R"	""	"N. Flank, Big Cottonwood Upliftshelf"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22780	"10021010"	1	"L"	""	"West Superior Fault, Alta Overthrust"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22781	"10067866"	1	"R"	""	"Sericite Quartzite, Kyaniitequartz Sericite Schist, Chlorite Schist, Hornblende And Biotite Gneisses, New Georgia Group"	"woodruff"	"19-JUN-2003 12:30:31"	""	""
22782	"10037285"	1	"R"	""	"Pluton Of Monzonite And Quartz Monzonite"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22783	"10037285"	1	"L"	""	"Ne-Trending Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22784	"10026142"	1	"R"	""	"Northeast-Trending Strike Belts Defining A Major Syncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22785	"10310060"	1	"R"	""	"Regional trends are east/west"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
22786	"10306450"	1	"R"	""	"Peat"	"woodruff"	"03-JUL-2003 15:08:41"	""	""
22787	"10025160"	1	"L"	""	"Pegmatite Is Concordant With Wall Rock Structure"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22788	"10046324"	1	"R"	""	"Nw Trending Faults In Precambrian Rock, With Shorter E-W Cross Faults. Deposit Overlain By Tertiary Gila Conglomerate"	"MRDS migration"	"29-OCT-02"	""	""
22789	"10310397"	1	"R"	""	"The mine is located in a large caldera system along the northeast margin of the northwest-trending Walker Lane structural zone. The Miocene Rawhide volcanic center is 6.5 by 12km (4 x 7.5 mi.) in area."	"Surveys and Analysis Project"	"07-SEP-2007 10:13:14"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
22790	"10046281"	1	"L"	""	"North East Striking Fault And Dike, Minor Nw Striking Faults"	"MRDS migration"	"29-OCT-02"	""	""
22791	"10071372"	1	"L"	""	"Fracture System Believed Result Of Large, Pre-Mineral, East - West Fault Between Irma & Republic Mines"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22792	"10020276"	1	"R"	""	"North Fractures"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22793	"10020276"	1	"L"	""	"Nne Fissures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22794	"10046306"	1	"R"	""	"Ne Trending Faults And Isolated Remnants Of Pioneer Formation.  Pioneer Is Oriented Nw With 20-40 Sw Dip In Area"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22795	"10046306"	1	"L"	""	"Ene Trending Rescue Vein"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22796	"10037403"	1	"R"	""	"Walker Lane"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22797	"10042301"	1	"R"	""	"Pioche Mineral Belt, Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22798	"10042301"	1	"L"	""	"Nne Striking Faults And Fracture Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22799	"10014137"	1	"R"	""	"San Juan Uplift, Paradox Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22800	"10310397"	1	"L"	""	"Three principal structural trends are recognized at Rawhide: 1) north-striking high angle faults, 2) northeast-striking moderate to high angle faults, and 3) an inferred northwest structural trend that is parallel to both the margin of the Rawhide volcanic center and the Walker Lane. North- and northeast -striking moderate to high angle faults are numerous but typically display only minor displacement. Most of the historic gold and silver production has come from veins that occupy these structures, but not all structures are mineralized and many display movement that postdates gold-silver deposition. Displacement on these structures appears to be primarily normal, although oblique-normal displacement is indicated locally by shallowly dipping slickensides. NE-trending structures control the emplacement of late lithic tuff dikes along the SW flanks of Murray and Balloon Hills and the southern flanks of Hooligan Hill. Two major N-S to NNE-trending high angle structures clearly bound and may offset ore grade mineralization at Murray and Crazy hills. Structures with NW trends are rarely exposed but an overall NW trend can be inferred from the alignment of ore zones, the northwesterly strike of tilted structural blocks, the orientation of the Balloon Hill rhyolite and other rhyolite dikes."	"Surveys and Analysis Project"	"07-SEP-2007 10:13:01"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
22801	"10015233"	1	"R"	""	"Dome"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22802	"10071871"	1	"R"	""	"San Rafael Swell"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22803	"10104147"	1	"R"	""	"Minor Foliation In Schist Trends Ne; Igneous Rocks Massive"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22804	"10104147"	1	"L"	""	"Veins Often Are Low-Angle, Dipping Less Than 40 Degrees"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22805	"10012438"	1	"R"	""	"Rosita Volcanic Center, Wet Mtns"	"MRDS migration"	"29-OCT-02"	""	""
22806	"10012438"	1	"L"	""	"Rosita Fault"	"MRDS migration"	"29-OCT-02"	""	""
22807	"10088603"	1	"R"	""	"Block Faulting Trending Nnw."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22808	"10072196"	1	"R"	""	"Poison Canyon Fault"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22809	"10072196"	1	"L"	""	"The Poison Canyon Fault And A Series Of Smaller Faults And Fractures."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22810	"10093627"	1	"R"	"Laramide Thrust Zone"	""	"MRDS migration"	"29-OCT-2002 10:12:04"	"WBFERGUS"	"02-JAN-2009 05:28:29"
22811	"10088222"	1	"R"	""	"Sevier Plateau - Paunsaugunt Fault Zone"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22812	"10088222"	1	"L"	""	"Normal Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22813	"10022659"	1	"L"	""	"Royal Stock"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22814	"10027912"	1	"R"	""	"Foliation In Precambrian Rocks Trends N35e To N45e"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22815	"10027912"	1	"L"	""	"Dikes And Veins Parallel Foliation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22816	"10047385"	1	"R"	""	"South Part Of Mcdermitt Caldera, A Volcanogenic Subsidence Feature About 40 Km In Diameter"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22817	"10047385"	1	"L"	""	"Nw Fault With Steep Ne Dip.  Possible Ene Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22818	"10306982"	1	"R"	""	"Limestone"	"woodruff"	"28-OCT-2003 08:53:00"	""	""
22819	"10005800"	1	"R"	""	"Fallas Normales E Inversas Con Rumbo General Nw."	"MRDS migration"	"29-OCT-02"	""	""
22820	"10005800"	1	"L"	""	"Vetas Con Rumbo N 10 E Y Buz. Vertical."	"MRDS migration"	"29-OCT-02"	""	""
22821	"10084814"	1	"R"	""	"Dimoten Syncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22822	"10084814"	1	"L"	""	"Faults, Folds"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22823	"10070136"	1	"L"	""	"Kaniksu Batholith; Shearing; Minor Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22824	"10088734"	1	"R"	""	"On North Limb Of Uinta Arch, East Of The Wasatch Fault"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22825	"10088734"	1	"L"	""	"Alta Thrust Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22826	"10306327"	1	"R"	""	"Peat"	"woodruff"	"03-JUL-2003 15:08:41"	""	""
22827	"10014865"	1	"R"	""	"Uinta-Cottonwood Arch, Sevier Overthrust Belt, Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22828	"10014865"	1	"L"	""	"Grizzly Thrust Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22829	"10102460"	1	"L"	""	"Faulting"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22830	"10103755"	1	"R"	""	"Nnw Tert Block Faulting"	"MRDS migration"	"29-OCT-02"	""	""
22831	"10103755"	1	"L"	""	"Garnetite-Marble Contact, Ne Faults, Republic Fault, Shallow Antic Linal Flexures"	"MRDS migration"	"29-OCT-02"	""	""
22832	"10011613"	1	"L"	""	"Vein Is Associated With The Copper Flat Monzonite Porphyry."	"MRDS migration"	"29-OCT-02"	""	""
22833	"10058142"	1	"L"	""	"Bedding At Ne, 30se"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22834	"10071543"	1	"L"	"Banding"	"Banding"	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"26-NOV-2008 06:27:27"
22835	"10110097"	1	"R"	""	"Large Dome, Bedding Dips Are Low."	"MRDS migration"	"29-OCT-02"	""	""
22836	"10110097"	1	"L"	""	"Symetrical Or S-Shaped Folds With Ne Axes; Faults And Joints."	"MRDS migration"	"29-OCT-02"	""	""
22837	"10310117"	1	"R"	""	"Syncline"	"Woodruff, Laurel G."	"02-APR-04"	"Woodruff, Laurel G."	"02-APR-04"
22838	"10078080"	1	"R"	""	"Complex Folding And Granitic Intrusions; Iron Formations Run In Bands Of Varying Widths And Cutting Across Quadrilatero From East To West And North To South; Thickness Ranges To Several Hundred Feet"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22839	"10010704"	1	"R"	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22840	"10104014"	1	"R"	""	"Cinnabar Canyon And Lost Steers Thrust Faults"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22841	"10109776"	1	"R"	""	"Ne Trending Dikes; E-W And Nw Trending Faults; West Dipping Limestone Beds"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22842	"10109776"	1	"L"	""	"E-W Fault System Through Mine Area, With Short Nw Trending Side Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22843	"10044649"	1	"R"	""	"Crater Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22844	"10070458"	1	"L"	""	"West Limb Of Garrison Anticline Numerous Cross Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22845	"10006400"	1	"R"	""	"Ne-Sw Syncline And Inverse Faults"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22846	"10310343"	1	"L"	""	"steep east-dipping faults"	"Surveys and Analysis Project"	"07-SEP-2007 10:12:59"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
22847	"10310343"	1	"R"	""	"The area has been affected by regional thrust faulting."	"Surveys and Analysis Project"	"07-SEP-2007 10:13:13"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
22848	"10008112"	1	"L"	""	"Ne & Nw Trending Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22849	"10046281"	1	"R"	""	"North East Striking Fault, E-W Striking Faults, Beds Strike Ne Dip 20 To 35 Nw"	"MRDS migration"	"29-OCT-02"	""	""
22850	"10011544"	1	"R"	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22851	"10011544"	1	"L"	""	"Overthrusting Of Proterozoic Rocks Over Paleozoic.  Area Forms Steep Homocline Striking N-S."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22852	"10022431"	1	"R"	""	"Salina Basin"	"MRDS migration"	"29-OCT-02"	""	""
22853	"10058426"	1	"L"	""	"Clay-Filled Structures At N39w,90."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22854	"10067646"	1	"R"	""	"Columbia Syncline; Ne-Sw Trend"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22855	"10025083"	1	"L"	""	"Discordant"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22856	"10072870"	5	"L"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
22857	"10072870"	1	"R"	"Faults"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
22858	"10048320"	1	"R"	""	"Very Complex Faulting, Nnw And Ew Preferred Directions. Prec Rock 1 Mile E Of Ns Trending Broken Hills Fault"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22859	"10048320"	1	"L"	""	"Nw And Ew Faults, Many Drop Martin Limestone Against Bolsa Quartzite. Beds Strike Nnw, Dip 20-30 Sw, East Of Mine"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22860	"10040943"	1	"L"	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22861	"10005818"	1	"R"	""	"Fallas Y Pliegues Con Rumbo General Nw."	"MRDS migration"	"29-OCT-02"	""	""
22862	"10005818"	1	"L"	""	"Pequenas Vetillas En La Cima Del Cerro."	"MRDS migration"	"29-OCT-02"	""	""
22863	"10094925"	1	"L"	""	"Anticlinal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22864	"10041737"	1	"R"	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22865	"10005671"	1	"L"	""	"Mantos"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22866	"10011262"	1	"R"	""	"Pioche Mineral Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22867	"10045580"	1	"L"	""	"Faulting, Folding"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22868	"10105518"	1	"R"	""	"Ne Trending Blue Mountains Uplift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22869	"10105518"	1	"L"	""	"Fault Terminates Veins On South"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22870	"10089340"	1	"R"	""	"San Rafael Swell"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22871	"10015286"	1	"R"	""	"Circle Cliffs Anticlinal Upwarp"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22872	"10015286"	1	"L"	""	"West Flank"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22873	"10013654"	1	"R"	""	"Dome Structure Caused By A Syenitic Laccolith."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22874	"10013654"	1	"L"	""	"An Ene And Nnw Trending Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22875	"10039689"	1	"L"	""	"Major E Trending Fault Zone And Subsidiary Faults-Santa Catalina F Ault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22876	"10027356"	1	"L"	""	"Ne Trending North Vein, Near Intersection With Nw   Trending Mcgaw Fault."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22877	"10082772"	1	"R"	""	"Westward plunging synclinorium open at western end; regional trends are eas"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
22878	"10012599"	1	"L"	""	"Nw-Trending Shear Zone."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22879	"10011769"	1	"R"	""	"Boulder Batholith"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22880	"10011769"	1	"L"	""	"Granite Peak Stock"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22881	"10033212"	1	"R"	""	"Thrust Fault Between Rogue Volcanics And Underlying Dothan Formation"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22882	"10027219"	1	"L"	""	"Area Has Been Considerably Affected By Faulting"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22883	"10097959"	1	"R"	""	"Uinta Uplift, South Flank Uinta Fault"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22884	"10042802"	2	"R"	"Lemhi Range Syncline"	""	"MRDS migration"	"29-OCT-2002 10:12:04"	"WBFERGUS"	"02-JAN-2009 04:59:52"
22885	"10042802"	1	"L"	"Shear Zones "	""	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"02-JAN-2009 04:59:50"
22886	"10087267"	1	"R"	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22887	"10087267"	1	"L"	""	"Local Faulting And Thrusting"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22888	"60000632"	2	"R"	""	"TROPICAL WEATHERING"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
22889	"10012700"	1	"R"	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22890	"10012700"	1	"L"	""	"Fissures, Fractures, Folds"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22891	"10012933"	1	"R"	""	"Sawatch Range, San Juan Volcanic Field, Rio Grande Rift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22892	"10012933"	1	"L"	""	"Bonanza Caldera"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22893	"10080146"	1	"R"	""	"Ne-Sw Trend"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22894	"10080146"	1	"L"	""	"Anticline, Thrust Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22895	"10080148"	1	"R"	""	"Ne-Sw Trend."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22896	"10080148"	1	"L"	""	"Fry Hill Anticline, Popular Camp Overthrust, Syncline;"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22897	"10026516"	1	"R"	""	"Ne-Trending Fold, Probably Overturned To The West"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22898	"10044649"	1	"L"	""	"Normal Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22899	"10045548"	1	"L"	""	"Fault Along Rhyolite-Andesite Contact"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22900	"10042648"	1	"L"	""	"Fault Block"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22901	"10037281"	1	"R"	""	"Fault"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22902	"10048319"	1	"L"	""	"Transverse Faults And Narrowing And Swelling Of The Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22903	"10095016"	1	"R"	""	"Fallas Gravitacionales De Rumbo Nw-Se"	"MRDS migration"	"29-OCT-02"	""	""
22904	"10095016"	1	"L"	""	"Fractura De Rumbo Ns Y Buzamiento Vertical.(Esta Fractura Se Encuentra A 300 M. Del Area Cubierta Por El Denuncio)"	"MRDS migration"	"29-OCT-02"	""	""
22905	"10008851"	1	"L"	""	"Deposits Occur Along A N 60 To 70 E Striking Fault."	"MRDS migration"	"29-OCT-02"	""	""
22906	"10080168"	1	"R"	""	"Ne-Sw Trend, Blue Ridge Anticlinorium"	"MRDS migration"	"29-OCT-02"	""	""
22907	"10080168"	1	"L"	""	"E-W Trending Stone Mountain Fault Family Lies To The North"	"MRDS migration"	"29-OCT-02"	""	""
22908	"10105887"	5	"L"	"Folds"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
22909	"10105887"	1	"R"	"Folds"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
22910	"10067508"	1	"R"	""	"Micaceous Schist"	"woodruff"	"19-JUN-2003 12:30:31"	""	""
22911	"60000760"	2	"R"	""	"COASTAL SAND DUNES"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
22912	"10043707"	1	"R"	""	"Bear Mountain Fault Zone Trending Nw"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22913	"10043707"	1	"L"	""	"Shearing In Host Rock Strongly Developed In A N 65-75 W Direction."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22914	"10044227"	1	"L"	""	"Nw-Striking Hannapah Fault Zone."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22915	"10027245"	1	"R"	""	"Foliation In Precambrian Country Rock Trends N-S"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22916	"10082775"	1	"R"	""	"Westward plunging synclinorium open at western end; regional trends are eas"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
22917	"10040543"	1	"L"	""	"Flat - Lying Volcanic Rocks"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22918	"10015062"	1	"R"	""	"Lisbon Valley Anticline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22919	"10101868"	1	"R"	""	"San Juan Uplift, Paradox Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22920	"10011230"	1	"R"	""	"Philipsburg Batholith"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22921	"10011230"	1	"L"	""	"Cable Stock"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22922	"10012951"	1	"R"	""	"Sawatch Range, San Juan Volcanic Field, Rio Grande Rift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22923	"10012951"	1	"L"	""	"Bonanza Caldera"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22924	"10105678"	1	"L"	""	"East - West Shear Zone Roughly 10 Mi. Long"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22925	"10087337"	1	"R"	""	"Cache Allochthon"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22926	"10087337"	1	"L"	""	"Crawford Thrust"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22927	"60000309"	2	"R"	""	"WOODRUFF AND CRAWFORD THRUSTS"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
22928	"10041911"	1	"R"	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22929	"10080155"	1	"R"	""	"Ne-Sw Trend"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22930	"10080155"	1	"L"	""	"Thrust Fault To South Of Mine, About 420 M."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22931	"10037849"	1	"R"	""	"Ene-Wsw Striking Bobaris And Meratus Ranges"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22932	"10040760"	1	"L"	""	"Serpentine - Sandstone Contact, Hayward Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22933	"10067236"	1	"R"	""	"Ne - Sw Trend"	"MRDS migration"	"29-OCT-02"	""	""
22934	"10082774"	1	"R"	""	"Westward plunging synclinorium open at western end; regional trends are eas"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
22935	"10306788"	1	"R"	""	"Hematitic Shale"	"woodruff"	"28-OCT-2003 08:53:00"	""	""
22936	"10025875"	1	"R"	""	"Northeast-Trending Strike Belts"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22937	"10025863"	1	"R"	""	"Northeast-Trending Strike Belts"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22938	"10009081"	1	"L"	""	"N40w-Trending Shear Zone"	"MRDS migration"	"29-OCT-02"	""	""
22939	"10021020"	1	"L"	""	"Grizzly Thrust Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22940	"10044810"	1	"R"	""	"Ruby Hill Thrust"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22941	"10044810"	1	"L"	""	"Nw-Trending Normal Faults Served As Channelways"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22942	"10014138"	1	"R"	""	"San Juan Uplift, Paradox Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22943	"10014138"	1	"L"	""	"Rico Dome"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22944	"10027196"	1	"L"	""	"Faults And Fractures Trending In Several Directions Have Extensively Affected All Of The Formations.  The Most Prominent Faults Strike North-Northwest And, In Places, Form The Contracts Between Granite And Lavas"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22945	"10048172"	1	"R"	""	"Foliation In Precambrian Metavolcanic Rocks Trends N 20 E To N 30 E"	"MRDS migration"	"29-OCT-02"	""	""
22946	"10048172"	1	"L"	""	"Massive Sulfide Lenses Parallel Foliation And Bedding"	"MRDS migration"	"29-OCT-02"	""	""
22947	"10310671"	1	"R"	""	"Sonora Fault"	"Surveys and Analysis Project"	"07-SEP-2007 10:13:23"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
22948	"10011432"	1	"R"	""	"Uinta Uplift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22949	"10013260"	1	"L"	""	"Cotopaxi Fault lies just east of the shaft."	"Surveys and Analysis Project"	"01-NOV-2007 00:00:00"	"Schruben, Paul"	"01-NOV-2007 00:00:00"
22950	"10013260"	1	"R"	""	"Thirtynine Mile Volcanic Field, Cotopaxi Fault"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22951	"10040630"	1	"R"	""	"Warner Mountains"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22952	"10040630"	1	"L"	""	"Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22953	"10013959"	1	"R"	""	"Front Range Uplift, Sherman Batholith, Virginia Dale Ring-Dike Comp Lex"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22954	"10013959"	1	"L"	""	"Unnamed Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22955	"10026394"	1	"R"	""	"Northeast"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22956	"10013495"	1	"L"	""	"N 43 W Trending Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22957	"10011199"	1	"R"	""	"Hurricane Fault System"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22958	"10031438"	1	"R"	""	"Warner Mountains"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
22959	"10041077"	1	"L"	""	"Shearing And Fracturing"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22960	"10040256"	1	"L"	""	"Brecciation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22961	"10090823"	1	"R"	""	"Uinta Mtns."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
