i	dep_id	line	conc_proc	conc_proc_text	inserted_by	insert_date	updated_by	update_date
7543	"10068467"	1	""	"Mechanical Settling At Break In Stream Gradient"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7544	"10310716"	1	""	"Open-space filling"	"Surveys and Analysis Project"	"20-FEB-2008 00:00:00"	"Schruben, Paul"	"20-FEB-2008 00:00:00"
7545	"10041924"	1	""	"Hydrothermal Alteration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7546	"10042003"	1	""	"Alluvial Action, Lacustrine Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7547	"10105583"	1	""	"Secondary"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7548	"10011219"	1	""	"Fluvial Transport And Sedimentation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7549	"10020422"	1	""	"Precipitation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7550	"10106264"	1	""	"Weathering, Erosion, Stream Deposition"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7551	"10045037"	1	""	"Near-Surface Oxidation Of Ore"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7552	"10080859"	1	""	"Metamorphosing Of Carbonaceous Materials"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7553	"10106280"	1	""	"Weathering And Oxidation Of Pyrite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7554	"10068433"	1	""	"Weathering (?)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7555	"10011544"	1	""	"Concentrated In Breccia Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7556	"60000309"	1	"WEATHERING"	"OXIDATION"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
7557	"10037849"	1	""	"Derived From Ultramafic Rocks"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7558	"10044810"	1	""	"Hydrothermal Replacement.  Oxidation Of Sulfides Above The Watertable."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7559	"10025874"	1	""	"Weathering And Residual Accumulation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7560	"10089694"	1	""	"The Suite Of Igneous And Volcanic Rocks Comprising The Bushveld Igneous Complex Is Believed To Have Derived From A Common Magma.  Selective Differentiation Followed, From Ultrabasics To Acid Rocks With (Selective) Concentrations Of Ore Minerals And Metals."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7561	"10098656"	1	""	"Possible Ground Water"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7562	"60001630"	1	""	"ORE FLUIDS ALONG A SHEAR ZONE"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
7563	"10041684"	1	""	"Evaporation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7564	"60001576"	1	"GRAVITY"	"PLACER CASSITERITE"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
7565	"10056769"	1	""	"Stream"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7566	"10038928"	1	""	"Gravity; Some Pits In River Ran 2 To 3 Grams Pt/Cu/Meter - Others .5 To 2 Grams Pt/Cu/M. Highly Variable. Average Trace Pt To 3 Gr/Cu/M"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7567	"10022036"	1	""	"Secondary Water"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7568	"10025133"	1	""	"Residual Accumulation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7569	"10015288"	1	""	"Ground Water Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7570	"10081238"	1	""	"Weathering, Erosion, Deposition"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7571	"10088175"	1	""	"Ground Water Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7572	"10087790"	1	""	"Gravity Concentration And Streamflow Processes"	"MRDS migration"	"29-OCT-02"	""	""
7573	"10067219"	1	""	"Surficial Concentration (Residual)"	"MRDS migration"	"29-OCT-02"	""	""
7574	"10088332"	1	""	"Hydrothermal Alteration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7575	"10036499"	1	""	"Chemical Precipitation In Lake Water."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7576	"10023041"	1	""	"Primario"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7577	"10087094"	1	""	"Solution Chaneling"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7578	"10011343"	1	""	"Oxidiation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7579	"10040308"	1	""	"Ore Localized Along Nw Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7580	"10040960"	1	""	"Erosion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7581	"10088820"	1	""	"Epithermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7582	"10055256"	1	""	"Hydrothermal Leaching And Sulfide Deposition"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7583	"10010660"	1	""	"Wave Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7584	"10087048"	1	""	"Stream Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7585	"10096873"	1	""	"Leaching Of Mg, Ca, Na; Hypogene Concentration Of Al And K As Alunite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7586	"10092970"	1	""	"Hydrothermal Alteration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7587	"10037171"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7588	"10310472"	1	""	"Supergene oxidation affects the upper portions of the calc-silicate alteration system. The oxidation is presumed to have taken place mainly on the (Tertiary?) paleo-erosion surface, prior to deposition of Tertiary(?) to Quaternary alluvial deposits.  econdary copper sulfide minerals, chalcocite, digenite, and covellite, are developed locally from primary chalcopyrite as very minor constituents, as are copper carbonate minerals. However, the main secondary minerals are a greenish yellow clay and iron oxides."	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
7589	"10012544"	1	""	"Northern Part Of District Characterized By Low- To Intermediate-Temperature Hydrothermal Formation Of Quartz Veins With Relatively High Sulfide Content (Pb, Zn, Cu, Ag, And A Little Au) And Some Au-Ag Tellurides.  Southern Part Characterized By Low-Temperature Hydrothermal Formation Of Quartz-Rhodochrosite-Fluorite Veins With Minor Sulfide Content But High Ag.  Secondary Enrichment Was Shallow And Important In Early Production.  Oxidation Of Rhodochrosite Veins In Southern Area Resulted In Formation Of Mn Ores And Moderate Ag Enrichment."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7590	"10058328"	1	""	"Oxidation-Enrichment Down To 200 M."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7591	"10013746"	1	""	"Gravity Concentration And Streamflow Processes"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7592	"10087666"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7593	"10032213"	1	""	"Winnowing By Waves"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7594	"10103995"	1	""	"Epigenetic Hydrothermal Replacement Of Limestone, Shale, Or Chert Beds By Barium Rich Fluids Emanating From An Intrusive At Depth And Travelling Along Faults, Fractures, & Bedding Planes (Ketner, 1965)."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7595	"10087933"	1	""	"Gravity Concentration And Streamflow Processes"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7596	"10310519"	1	""	"HYDROTHERMAL REPLACEMENT"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
7597	"10045151"	1	""	"Hydrothermal Replacement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7598	"10022140"	1	""	"Secondary Water"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7599	"10025286"	1	""	"Supergene Gold From Weathering Of Sulfides (See District Summary)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7600	"10004076"	1	""	"Hidrotermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7601	"10042445"	1	""	"Contact Metamorphism"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7602	"10104104"	1	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7603	"10081271"	1	""	"Weathering, Erosion, Fluvial Deposition"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7604	"10081223"	1	""	"Weathering, Erosion, Fluvial Deposition"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7605	"10079223"	1	""	"The Suite Of Igneous And Volcanic Rocks Comprising The Bushveld Igneous Complex Is Believed To Have Derived From A Common Magma.   Selective Differentiation Followed From Ultrabasics To Acid Rocks With (Selective) Concentrations Of Ore Minerals And Metals."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7606	"10044454"	1	""	"Oxidized Ore"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7607	"10021199"	1	""	"Hydrothermal Alteration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7608	"10071572"	1	"Residual concentration"	""	"WBFERGUS"	"30-DEC-2008 11:43:55"	""	""
7609	"60001029"	1	"GRAVITY"	"STREAM DEPOSITION"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
7610	"10029625"	1	""	"Supergene"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7611	"10055025"	1	""	"La Mena Se Enriquece Por Oxidacion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7612	"10106742"	1	""	"Weathering"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7613	"10046460"	1	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7614	"10082781"	1	""	"Soft ore  formed during the mid to late Proterozoic and/or possibly as young as the Cretaceous by (1)  interaction of supergene groundwater which caused oxidation of ferrous iron minerals (siderite), (2) leaching of chert and its replacement by secondary hematite and goethite, and (3) removal of large amounts of CO2.  hard ore formed by oxidation of carbonate of iron formation to soft ore during a period of mid-Proterozoic weathering and metamorphism during the Penokean orogeny which caused the soft ore to recrystallize to hard ore."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
7615	"10050455"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7616	"10008037"	1	""	"Secundario,Metasomatico Y De Reemplazamiento."	"MRDS migration"	"29-OCT-02"	""	""
7617	"10023040"	1	""	"Lixiviacion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7618	"10025051"	1	""	"Secundario De Cobre"	"MRDS migration"	"29-OCT-02"	""	""
7619	"10005549"	1	""	"Oxidation To About 35 M Below Surface With Gradation To Hypogene Beginning About 15 M Below Surface."	"MRDS migration"	"29-OCT-02"	""	""
7620	"10096816"	1	""	"Secundario"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7621	"10005716"	1	""	"Secundario"	"MRDS migration"	"29-OCT-02"	""	""
7622	"10008091"	1	""	"Ha Sido Formado Por Soluciones Frias Mineralizantes Provenientes De La Lixiviacion De Los Minerales De Una Fuente Pre-Existente."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7623	"10086873"	1	""	"Enriquecimiento Secundario"	"MRDS migration"	"29-OCT-02"	""	""
7624	"10039477"	1	""	"Mineralization Mostly Confined To One Band"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7625	"10015054"	1	""	"Precipitation In A Reducing Environment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7626	"10106262"	1	""	"Weathering, Erosion, Stream Deposition"	"MRDS migration"	"29-OCT-02"	""	""
7627	"10310014"	1	""	"Chemical precipitation"	"Woodruff, Laurel G."	"02-APR-04"	"Woodruff, Laurel G."	"02-APR-04"
7628	"10011398"	1	""	"Mineralization Is More Intense Where The Vein Is Crossed By Ne Shears"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7629	"10038187"	1	""	"Entrapment By Irregularities In Stream Bed Or Deposition In Low-Energy Part Of Stream"	"MRDS migration"	"29-OCT-02"	""	""
7630	"10015834"	1	""	"Metasomatism"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7631	"10022086"	1	""	"Secondary Water"	"MRDS migration"	"29-OCT-02"	""	""
7632	"10037876"	1	""	"Entrapment By Irregularities In Stream Bed Or Deposition In Low-Energy Part Of Stream"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7633	"10054904"	1	""	"Hidrotermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7634	"10025791"	1	""	"Residual Accumulation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7635	"10087629"	1	""	"Hydrothermal Alteration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7636	"10040612"	1	""	"Placer"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7637	"10010494"	1	""	"Very Little Secondary Enrichment Or Concentration Of The Leached-Out Surface Values At Depth As The Ore Lies Comparatively Close To The Surface."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7638	"10090996"	1	""	"Metamorphism"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7639	"10088337"	1	""	"Stream Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7640	"10086142"	1	""	"Oxidation Down To 30-230 Ft; 10-30 Ft Wide Zone Of Secondary Cu Enrichment Parallel To Surface."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7641	"10044826"	1	""	"Origin Of The Barite Is Controversial.  It Either May Be Hydrothermal Replacement Of Limestone Or Shale, Or Of Sedimentary Diagenetic Origin."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7642	"10038207"	1	""	"May Have Originated From Serpentine At Head Waters Of Waiau River"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7643	"10013086"	1	""	"Scheelite Concentrated In Skarns Near Bodies Of Gray Pegmatite And Related Quartz Pods"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7644	"10022010"	1	""	"Dikes?"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7645	"10037233"	1	""	"Replacement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7646	"10008790"	1	""	"Hydrothermal Activity"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7647	"10037234"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7648	"10045491"	1	""	"Hydrothermal Fluids In Open Space Fillings."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7649	"10111303"	1	""	"Oxidation Enrichment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7650	"10097983"	1	""	"Supergene Enrichment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7651	"10033287"	1	""	"Lateritic Development"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7652	"10109519"	1	""	"Entrapment By Irregularities In Stream Bed Or Deposition In Low-Energy Part Of Stream"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7653	"10012706"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7654	"10082778"	1	""	"Soft ore  formed during the mid to late Proterozoic and/or possibly as young as the Cretaceous by (1)  interaction of supergene groundwater which caused oxidation of ferrous iron minerals (siderite), (2) leaching of chert and its replacement by secondary hematite and goethite, and (3) removal of large amounts of CO2.  hard ore formed by oxidation of carbonate of iron formation to soft ore during a period of mid-Proterozoic weathering and metamorphism during the Penokean orogeny which caused the soft ore to recrystallize to hard ore."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
7655	"10025837"	1	""	"Weathering And Residual Accumulation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7656	"10310580"	1	""	"Open-space filling; replacement (the first refers to the quartz veins and veinlets, the second to the mineralized host rock)"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
7657	"10039496"	1	""	"Permeable Fracture Zones."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7658	"10088388"	1	""	"Wave Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7659	"10090167"	1	""	"Evaporation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7660	"10037246"	1	""	"Replacement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7661	"10044811"	1	""	"Oxidation Of Sulfides Above The Water Table"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7662	"10068920"	1	""	"In The Oxidized Zone, Which Extended As Deep As The 64 Level, Chrysocolla Seems To Have Been The Principal Copper Mineral. Brochandite Is Also Found And Very Likely Other Oxidized Copper Minerals As Well. Molybdenum Oxide Is Reported To Have Been Found In Small Amounts. A Little Chalcocite, Covelite, And Native Copper Have Been Reported In A Zone Of Secondary Enrichment, And Native Copper Is Said To Have Occurred Also With Hematite And Limonite Just Above Water Table On 210 Level."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7663	"10040812"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7664	"10037403"	1	""	"Contact Metasomatism, Later Hydrothermal Fluids"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7665	"10023057"	1	""	"Primario"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7666	"10103550"	1	""	"Supergene Enrichment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7667	"10040760"	1	""	"Hydrothermal Solutions Causing Replacement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7668	"10310672"	1	""	"Mechanical accumulation"	"Surveys and Analysis Project"	"01-SEP-07"	"Schruben, Paul"	"01-SEP-07"
7669	"10067214"	1	""	"Surficial Concentration(Residual)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7670	"10082774"	1	""	"Soft ore  formed during the mid to late Proterozoic and/or possibly as young as the Cretaceous by (1)  interaction of supergene groundwater which caused oxidation of ferrous iron minerals (siderite), (2) leaching of chert and its replacement by secondary hematite and goethite, and (3) removal of large amounts of CO2.  hard ore formed by oxidation of carbonate of iron formation to soft ore during a period of mid-Proterozoic weathering and metamorphism during the Penokean orogeny which caused the soft ore to recrystallize to hard ore."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
7671	"10025863"	1	""	"Weathering And Residual Accumulation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7672	"10040068"	1	""	"(Old Fumaroles) Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7673	"10078831"	1	""	"Precipitation In Reducing Environment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7674	"10042428"	1	""	"Contact Metamorphism"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7675	"10088825"	1	""	"Hot Springs Activity"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7676	"10005868"	1	""	"Evaporation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7677	"60000163"	1	"EVAPORATION"	"EVAPORATION"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
7678	"10111290"	1	""	"Evaporation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7679	"10012829"	1	""	"Lacustrine"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7680	"10008059"	1	""	"Este Yacimiento Por Originado Por Filtraciones De Agua Salada."	"MRDS migration"	"29-OCT-02"	""	""
7681	"10100685"	1	""	"De Origen Sedimentario."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7682	"10082780"	1	""	"Soft ore  formed during the mid to late Proterozoic and/or possibly as young as the Cretaceous by (1)  interaction of supergene groundwater which caused oxidation of ferrous iron minerals (siderite), (2) leaching of chert and its replacement by secondary hematite and goethite, and (3) removal of large amounts of CO2.  hard ore formed by oxidation of carbonate of iron formation to soft ore during a period of mid-Proterozoic weathering and metamorphism during the Penokean orogeny which caused the soft ore to recrystallize to hard ore."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
7683	"10091742"	1	""	"Secondary Water"	"MRDS migration"	"29-OCT-02"	""	""
7684	"10045946"	1	""	"Igneous Intrusion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7685	"10042060"	1	""	"Evaporation"	"MRDS migration"	"29-OCT-02"	""	""
7686	"10006979"	1	""	"Mechanical And Chemical Weathering"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7687	"10023076"	1	""	"Primario (Reemplazamiento)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7688	"10005732"	1	""	"Lixiviacion"	"MRDS migration"	"29-OCT-02"	""	""
7689	"10054886"	1	""	"Hidrotermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7690	"10023039"	1	""	"Primario"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7691	"10005690"	1	""	"Secundario Por Oxidacion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7692	"10057266"	1	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7693	"10096819"	1	""	"Primario Y Secundario"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7694	"10096814"	1	""	"Epigenetico"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7695	"10023061"	1	""	"Secundario (0xidacion)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7696	"10023043"	1	""	"Primario"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7697	"10043938"	1	""	"Hydrothermal Fluids In Open Space Fillings.  Some Replacement Of Argentite By Oxides-Shallow."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7698	"10007788"	1	""	"La Probable Genesis De Este Yacimiento Es Debido A La Accion De Aguas Acidificadas Sobre Minerales Magnesianos Constituyentes De Las Lutitas."	"MRDS migration"	"29-OCT-02"	""	""
7699	"10023062"	1	""	"Secundario, Oxidacion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7700	"10068483"	1	""	"Possibility Of A Supergene - Enriched Cu Sulfide Zone At Depth In Central Zone Is Considered Good Because Of:  1) Presence Of Oxide Cu Mineralized At Surface; 2) Presence Of Copper Throughout Leached Zone; 3) Widespread Alteration And Leaching; 4) Breccia Pipes And Faulting; 5) Intrusive Relationships."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7701	"10040488"	1	""	"Possibly An Old Fumarolic Vent"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7702	"10071430"	1	""	"Primary Ore Minerals Precipitated In A Reducing Environment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7703	"10057261"	1	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7704	"10022240"	1	""	"Gold Occurs In Ancient And Recent Alluvium. Eluvium, Primary Quartz Veins And Stockworks Around Muong Sanakham And Towards The Northwest."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7705	"10310414"	1	""	"Evidence exists of supergene enrichment in the upper zones where some exceptionally rich pockets of gold were found concentrated in favorable structural traps."	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
7706	"60001558"	1	"MAGMATIC SEGREGATION"	"SUGGESTED ORIGINS: PRIMARY MAGMATIC SEGREGATION PNEUMATOLYTIC REPLACEMENT ;PARTIAL REPLACEMENT OF GABBRO AND ANORTHOSITE BY IRON-AND TITANIUM-RICH GABBROIC INTRUSIVE, A SECOND GABBRO EMPLACEMENT; ANDESINIZATION OF ORIGINAL ANORTHOSITE AFTER IT WAS SUBJECTED TO STRESSES AND DEFORMATION FOLLOWED BY PARTIAL OR WHOLESALE REPLACEMENT OF PRE-EXISTING SILICATE ROCKS."	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
7707	"10025285"	1	""	"Supergene Gold From Weathering Of Sulfides (See District Summary)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7708	"10012707"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7709	"10040945"	1	""	"Open-Space Fillings By Hydrothermal Fluids"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7710	"10086402"	1	""	"Replacement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7711	"10094926"	1	""	"Secundario"	"MRDS migration"	"29-OCT-02"	""	""
7712	"10103703"	1	""	"Source Rocks Probably Alpine Peridotite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7713	"10071371"	1	""	"Ores Believed To Be Implaced By Hydrothermal Ascending Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7714	"10040956"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7715	"10042173"	1	""	"Weathering"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7716	"10026493"	1	""	"Stratabound And Epigenetic Sulfide Deposition"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7717	"10087565"	1	""	"Gravity Concentration And Stream Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7718	"10089344"	1	""	"Ground Water Solution"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7719	"10042525"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7720	"10046235"	1	"bornite replaces pyrite"	""	"MRDS migration"	"29-OCT-02"	"PSCHRUBE"	"21-JUL-10"
7721	"10026888"	1	""	"Hydrothermal, Oxidation"	"MRDS migration"	"29-OCT-02"	""	""
7722	"10013027"	1	""	"Upward Percolation Of Hydrothermal Solutions Under Epithermal Conditions"	"MRDS migration"	"29-OCT-02"	""	""
7723	"10107306"	1	""	"Primary Ore Minerals Precipitated In A Reducing Environment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7724	"10044244"	1	""	"Secondary Enrichment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7725	"10015099"	1	""	"Precipitation In Reducing, Environment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7726	"10061549"	1	""	"Hydrothermal Activity Along Reactivated Fault Zone, Probably Related To Nearby Granite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7727	"60000164"	1	"EVAPORATION"	"EVAPORATION"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
7728	"60000727"	1	"EVAPORATION"	"EVAPORATION"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
7729	"10003866"	1	""	"Supergene Alteration (Lateritization)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7730	"10008060"	1	""	"Esta Vertiente Se Origina Por Medio De Filtraciones De Agua Salada."	"MRDS migration"	"29-OCT-02"	""	""
7731	"60001095"	1	"EVAPORATION"	"EVAPORATION, THERMAL SPRINGS"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
7732	"10103514"	1	""	"1-1.5 Ft. Thickness Of Portion Of Vein Next To Hanging Wall Highly-Oxidized, Carrying Values In Free Gold"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7733	"10011670"	1	""	"Stream Working And Gravity Conc."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
7734	"10087500"	1	""	"Wave Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
