i	dep_id	rec	group_name	inserted_by	insert_date	updated_by	update_date
11451	"10133367"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11452	"10133460"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11453	"10133460"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11454	"10018811"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11455	"10018811"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11456	"10303639"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11457	"10303639"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11458	"10206386"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11459	"10206386"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11460	"10229998"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11461	"10229998"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11462	"10254699"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11463	"10254699"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11464	"10230495"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11465	"10230495"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11466	"10303263"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11467	"10303263"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11468	"10278610"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11469	"10278610"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11470	"10206477"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11471	"10206477"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11472	"10182063"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11473	"10182063"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11474	"10230072"	1	"WLCI"	"AWILSON"	"2010-06-16"	""	""
11475	"10230072"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11476	"10303558"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11477	"10303558"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11478	"10303109"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11479	"10303109"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11480	"10303634"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11481	"10303634"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11482	"10303628"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11483	"10303628"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11484	"10303134"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11485	"10303134"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11486	"10206251"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11487	"10206251"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11488	"10254365"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11489	"10254365"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11490	"10157681"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11491	"10157681"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11492	"10133430"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11493	"10133430"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11494	"10133531"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11495	"10133531"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11496	"10133530"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11497	"10133530"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11498	"10133512"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11499	"10133512"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11500	"10157232"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11501	"10157232"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11502	"10181388"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11503	"10181388"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11504	"10157382"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11505	"10157382"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11506	"10135413"	1	"WLCI"	"AWILSON"	"2010-06-16"	""	""
11507	"10135413"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11508	"10103877"	1	"National Assessment Sedimentary Exhalative Zn-Pb"	"pschrube"	"2009-08-26"	"PSCHRUBE"	"2010-04-15"
11509	"10103877"	2	"Keith Long Significant Deposit"	"PSCHRUBE"	"2011-05-04"	""	""
11510	"10230667"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11511	"10230667"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11512	"10206566"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11513	"10206566"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11514	"10181920"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11515	"10181920"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11516	"10093331"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11517	"10093331"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11518	"10278761"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11519	"10278761"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11520	"10206423"	2	"WLCI vicinity"	"AWILSON"	"2013-02-05"	""	""
11521	"10206423"	1	"WLCI"	"AWILSON"	"2010-06-16"	""	""
11522	"10181826"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11523	"10181826"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11524	"10206344"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11525	"10206344"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11526	"10181479"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11527	"10181479"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11528	"10133195"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11529	"10133195"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11530	"10205949"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11531	"10205949"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11532	"10205953"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11533	"10205953"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11534	"10181383"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11535	"10181383"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11536	"10134639"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11537	"10134639"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11538	"10181469"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11539	"10181469"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11540	"10230589"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11541	"10230589"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11542	"10182125"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11543	"10182125"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11544	"10310521"	2	"National Assessment Porphyry Copper"	"CLAANDER"	"2010-02-22"	""	""
11545	"10310521"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"2007-12-03"	""	""
11546	"10310521"	3	"Keith Long Significant Deposit"	"PSCHRUBE"	"2011-05-04"	""	""
11547	"10400408"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11548	"10400408"	1	"WLCI"	"AWILSON"	"2010-07-21"	""	""
11549	"10400410"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11550	"10400410"	1	"WLCI"	"AWILSON"	"2010-07-21"	""	""
11551	"10400619"	1	"WLCI"	"AWILSON"	"2011-12-12"	""	""
11552	"10400619"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11553	"10400620"	1	"WLCI"	"AWILSON"	"2011-12-12"	""	""
11554	"10400620"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11555	"10400621"	1	"WLCI"	"AWILSON"	"2011-12-12"	""	""
11556	"10400621"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11557	"10400632"	1	"WLCI vicinity"	"AWILSON"	"2013-01-22"	""	""
11558	"10400675"	1	"WLCI"	"AWILSON"	"2013-03-08"	""	""
11559	"10400675"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11560	"10400676"	1	"WLCI"	"AWILSON"	"2013-03-08"	""	""
11561	"10400676"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11562	"10400678"	1	"WLCI"	"AWILSON"	"2013-03-08"	""	""
11563	"10400678"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11564	"10400679"	1	"WLCI"	"AWILSON"	"2013-03-08"	""	""
11565	"10400679"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11566	"10400680"	1	"WLCI"	"AWILSON"	"2013-03-08"	""	""
11567	"10400680"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11568	"10400681"	1	"WLCI"	"AWILSON"	"2013-03-08"	""	""
11569	"10400681"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11570	"10400682"	1	"WLCI"	"AWILSON"	"2013-03-08"	""	""
11571	"10400682"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11572	"10400683"	1	"WLCI"	"AWILSON"	"2013-03-08"	""	""
11573	"10400683"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11574	"10400684"	1	"WLCI"	"AWILSON"	"2013-03-08"	""	""
11575	"10400684"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11576	"10400685"	1	"WLCI"	"AWILSON"	"2013-03-08"	""	""
11577	"10400685"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11578	"10400687"	1	"WLCI"	"AWILSON"	"2013-03-11"	""	""
11579	"10400687"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11580	"10400688"	1	"WLCI"	"AWILSON"	"2013-03-11"	""	""
11581	"10400688"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11582	"10400689"	1	"WLCI"	"AWILSON"	"2013-03-11"	""	""
11583	"10400689"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11584	"10400690"	1	"WLCI"	"AWILSON"	"2013-03-11"	""	""
11585	"10400690"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11586	"10400691"	1	"WLCI"	"AWILSON"	"2013-03-11"	""	""
11587	"10400691"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11588	"10400692"	1	"WLCI"	"AWILSON"	"2013-03-11"	""	""
11589	"10400692"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11590	"10400693"	1	"WLCI"	"AWILSON"	"2013-03-11"	""	""
11591	"10400693"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11592	"10400694"	1	"WLCI"	"AWILSON"	"2013-03-11"	""	""
11593	"10400694"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11594	"10400695"	1	"WLCI"	"AWILSON"	"2013-03-11"	""	""
11595	"10400695"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11596	"10400696"	1	"WLCI"	"AWILSON"	"2013-03-11"	""	""
11597	"10400696"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11598	"10400697"	1	"WLCI"	"AWILSON"	"2013-03-11"	""	""
11599	"10400697"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11600	"10400698"	1	"WLCI"	"AWILSON"	"2013-03-11"	""	""
11601	"10400698"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11602	"10400699"	1	"WLCI"	"AWILSON"	"2013-03-11"	""	""
11603	"10400699"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11604	"10400700"	1	"WLCI"	"AWILSON"	"2013-03-11"	""	""
11605	"10400700"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11606	"10400701"	1	"WLCI"	"AWILSON"	"2013-03-11"	""	""
11607	"10400701"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11608	"10400702"	1	"WLCI"	"AWILSON"	"2013-03-11"	""	""
11609	"10400702"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11610	"10400704"	1	"WLCI"	"AWILSON"	"2013-03-11"	""	""
11611	"10400704"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11612	"10400728"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11613	"10400728"	1	"WLCI"	"AWILSON"	"2013-03-21"	""	""
11614	"10400729"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11615	"10400729"	1	"WLCI"	"AWILSON"	"2013-03-21"	""	""
11616	"10400731"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11617	"10400731"	1	"WLCI"	"AWILSON"	"2013-03-21"	""	""
11618	"10400741"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11619	"10400741"	1	"WLCI"	"AWILSON"	"2013-03-21"	""	""
11620	"10400742"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11621	"10400742"	1	"WLCI"	"AWILSON"	"2013-03-21"	""	""
11622	"10400752"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11623	"10400752"	1	"WLCI"	"AWILSON"	"2013-03-22"	""	""
11624	"10400834"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11625	"10400834"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11626	"10400835"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11627	"10400835"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11628	"10400836"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11629	"10400836"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11630	"10400837"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11631	"10400837"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11632	"10400838"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11633	"10400838"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11634	"10400839"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11635	"10400839"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11636	"10400840"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11637	"10400840"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11638	"10400841"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11639	"10400841"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11640	"10400842"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11641	"10400842"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11642	"10400843"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11643	"10400843"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11644	"10400844"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11645	"10400844"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11646	"10400845"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11647	"10400845"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11648	"10400846"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11649	"10400846"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11650	"10400847"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11651	"10400847"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11652	"10400848"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11653	"10400848"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11654	"10400849"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11655	"10400849"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11656	"10400850"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11657	"10400850"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11658	"10400851"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11659	"10400851"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11660	"10400852"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11661	"10400852"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11662	"10400853"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11663	"10400853"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11664	"10400854"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11665	"10400854"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11666	"10400855"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11667	"10400855"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11668	"10400856"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11669	"10400856"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11670	"10400857"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11671	"10400857"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11672	"10400858"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11673	"10400858"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11674	"10400859"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11675	"10400859"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11676	"10400860"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11677	"10400860"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11678	"10400862"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11679	"10400862"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11680	"10400863"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11681	"10400863"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11682	"10400864"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11683	"10400864"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11684	"10400865"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11685	"10400865"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11686	"10400866"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11687	"10400866"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11688	"10400867"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11689	"10400867"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11690	"10400868"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11691	"10400868"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11692	"10400869"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11693	"10400869"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11694	"10400870"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11695	"10400870"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11696	"10400871"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11697	"10400871"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11698	"10400875"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11699	"10400875"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11700	"10400876"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11701	"10400876"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11702	"10400877"	1	"WLCI"	"AWILSON"	"2013-03-28"	""	""
11703	"10400931"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11704	"10400931"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11705	"10400932"	2	"WLCI"	"AWILSON"	"2013-04-17"	""	""
11706	"10400932"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11707	"10400950"	1	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11708	"10400950"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11709	"10400955"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11710	"10400956"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11711	"10400957"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11712	"10400981"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11713	"10400982"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11714	"10400982"	1	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11715	"10400983"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11716	"10400983"	1	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11717	"10400984"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11718	"10400984"	1	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11719	"10400985"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11720	"10400985"	1	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11721	"10400986"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11722	"10400987"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11723	"10400988"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11724	"10400991"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11725	"10400994"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11726	"10400995"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11727	"10401008"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11728	"10133306"	1	"WLCI"	"AWILSON"	"16-JUN-10"	""	""
11729	"10206596"	1	"WLCI"	"AWILSON"	"14-JUN-10"	""	""
11730	"10091590"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11731	"10091590"	1	"WLCI"	"AWILSON"	"2010-06-16"	""	""
11732	"10080838"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11733	"10080838"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11734	"10080837"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11735	"10080837"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11736	"10080907"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11737	"10080907"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11738	"10080908"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11739	"10080908"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11740	"10181762"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11741	"10181762"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11742	"10254456"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11743	"10254456"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11744	"10238341"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"2011-05-03"	""	""
11745	"10207788"	1	"Global Assessment-Central African Copperbelt-Sediment-hosted Cu"	"AWILSON"	"2010-04-27"	""	""
11746	"10264384"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"2011-05-03"	""	""
11747	"10096573"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11748	"10096573"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11749	"10157413"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11750	"10157413"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11751	"10181860"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11752	"10181860"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11753	"10230634"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11754	"10230634"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11755	"10181616"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11756	"10181616"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11757	"10205096"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11758	"10205096"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11759	"10205048"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11760	"10205048"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11761	"10302987"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11762	"10302987"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11763	"10181659"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11764	"10181659"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11765	"10303371"	3	"Keith Long Significant Deposit"	"PSCHRUBE"	"2011-05-04"	""	""
11766	"10303371"	1	"National Assessment Sediment-hosted Cu, red-bed"	"AWILSON"	"2010-04-21"	""	""
11767	"10303371"	2	"WLCI"	"AWILSON"	"2010-04-21"	""	""
11768	"10303053"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11769	"10303053"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11770	"10040741"	1	"Keith Long Significant Deposit"	"PSCHRUBE"	"2011-05-04"	""	""
11771	"10279044"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11772	"10279044"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11773	"10279045"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11774	"10279045"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11775	"10303046"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11776	"10303046"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11777	"10080431"	2	"Keith Long Significant Deposit"	"PSCHRUBE"	"2011-05-04"	""	""
11778	"10080431"	1	"WLCI"	"AWILSON"	"2010-06-16"	""	""
11779	"10080432"	1	"WLCI vicinity"	"AWILSON"	"2013-01-25"	""	""
11780	"10132496"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11781	"10132496"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11782	"10132957"	1	"WLCI vicnity"	"AWILSON"	"2013-01-22"	""	""
11783	"10132957"	2	"WLCI vicinity"	"WBFERGUS"	"2013-02-05"	""	""
11784	"10279255"	1	"WLCI vicinity"	"AWILSON"	"2013-01-22"	""	""
11785	"10107908"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11786	"10107908"	1	"WLCI"	"AWILSON"	"2009-05-06"	"AWILSON"	"2010-06-14"
11787	"10108421"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"2011-05-03"	""	""
11788	"10017155"	1	"Keith Long Significant Deposit"	"PSCHRUBE"	"2011-05-04"	""	""
11789	"10108212"	1	"Keith Long Significant Deposit"	"PSCHRUBE"	"2011-05-04"	""	""
11790	"10017083"	2	"CCAP"	"AWILSON"	"2012-01-06"	""	""
11791	"10017083"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"2011-05-03"	""	""
11792	"10279139"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11793	"10279139"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11794	"10017417"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"2011-05-03"	""	""
11795	"10018822"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11796	"10018822"	1	"WLCI"	"AWILSON"	"2010-06-16"	""	""
11797	"10008508"	1	"WLCI"	"AWILSON"	"2010-06-14"	""	""
11798	"10008508"	3	"WLCI"	"AWILSON"	"2013-08-21"	""	""
11799	"10094232"	1	"Surveys and Analysis Project"	"PSCHRUBE"	"2011-05-03"	""	""
11800	"10090629"	1	"Keith Long Significant Deposit"	"AWILSON"	"2011-08-03"	""	""
