i	dep_id	line	tect_set	tect_set_text	inserted_by	insert_date	updated_by	update_date
16938	"10015713"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16939	"10015712"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16940	"10015726"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16941	"10091002"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16942	"10015725"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16943	"10015707"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16944	"10015705"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16945	"10015443"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16946	"10088288"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16947	"10015566"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16948	"10015565"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16949	"10087019"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16950	"10073228"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16951	"10101587"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16952	"10101510"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16953	"10106564"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16954	"10042132"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16955	"10101589"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16956	"10011043"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16957	"10087042"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16958	"10101601"	1	""	"Geosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16959	"10011125"	1	""	"Geosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16960	"10011089"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16961	"10010977"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16962	"10010983"	1	""	"Cordelleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16963	"10011126"	1	""	"Geosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16964	"10087290"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16965	"10087106"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16966	"10011212"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16967	"10106553"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16968	"10011200"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16969	"10010686"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16970	"10106552"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16971	"10010697"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16972	"10087021"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16973	"10087026"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16974	"10097958"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16975	"10079060"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16976	"10015110"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16977	"10010665"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16978	"10087051"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16979	"10106061"	1	""	"Sedimentary Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16980	"10088777"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16981	"10011954"	1	""	"Central Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16982	"10090833"	1	""	"Central Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16983	"10090835"	1	""	"Central Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16984	"10090837"	1	""	"Central Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16985	"10090866"	1	""	"Central Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16986	"10012889"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16987	"10091893"	1	""	"Geosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16988	"10087877"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16989	"10042291"	1	""	"Basin And Range Transition Zone"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16990	"10025305"	1	""	"Geosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16991	"10094773"	1	""	"Belt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16992	"10055127"	1	""	"Basin And Range Extension"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16993	"10088808"	1	""	"Basin And Range Extension"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16994	"10015448"	1	""	"Basin And Range Transition"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16995	"10082667"	1	""	"Canadian Shield"	"MRDS migration"	"29-OCT-02"	""	""
16996	"10079012"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16997	"10073253"	1	""	"Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16998	"10073252"	1	""	"Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
16999	"10093691"	1	""	"Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17000	"10073256"	1	""	"Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17001	"10073257"	1	""	"Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17002	"10093693"	1	""	"Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17003	"10073260"	1	""	"Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17004	"10005812"	1	""	"Batolito De La Costa"	"MRDS migration"	"29-OCT-02"	""	""
17005	"10024440"	1	""	"Stable Precambrian Craton, Precambrian Shield"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17006	"10012146"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17007	"10012666"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17008	"10011381"	1	""	"Wasatch Front"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17009	"10101661"	1	""	"Uinta Uplift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17010	"10012852"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17011	"10012413"	1	"Front Range, Colorado mineral belt"	""	"Surveys and Analysis Project"	"01-NOV-07"	"Schruben, Paul"	"01-NOV-07"
17012	"10060572"	1	""	"Guayana Shield"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17013	"10060578"	1	""	"Guayana Shield"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17014	"10060579"	1	""	"Guayana Shield"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17015	"10080346"	1	""	"Cordilleras Altas Orientales, Illimani Batholith"	"MRDS migration"	"29-OCT-02"	""	""
17016	"10090979"	1	""	"Basin And Range Transition"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17017	"10015785"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17018	"10014003"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17019	"10073261"	1	""	"Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17020	"10073263"	1	""	"Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17021	"10093694"	1	""	"Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17022	"10089374"	1	""	"Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17023	"10012088"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17024	"10011359"	1	""	"Cache Uplift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17025	"10087303"	1	""	"Wasatch Front"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17026	"10087727"	1	""	"Wasatch Plateau"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17027	"10012821"	1	""	"Wasatch Front"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17028	"10012802"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17029	"10011363"	1	""	"Cache Uplift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17030	"10087476"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17031	"10101665"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17032	"10012853"	1	""	"Wasatch Plateau"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17033	"10097824"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17034	"10087655"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17035	"10107973"	1	""	"Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17036	"10011367"	1	""	"Cache Uplift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17037	"10011351"	1	""	"Cache Valley"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17038	"10011409"	1	""	"Wasatch Front"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17039	"10087470"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17040	"10087477"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17041	"10011385"	1	""	"Wasatch Front"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17042	"10011532"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17043	"10088255"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17044	"10015515"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17045	"10088247"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17046	"10015519"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17047	"10015540"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17048	"10088264"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17049	"10090976"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17050	"10088283"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17051	"10015441"	1	""	"Rocky Mt. Unstable Foreland"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17052	"10015408"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17053	"10015413"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17054	"10090978"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17055	"10088363"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17056	"10015410"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17057	"10015412"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17058	"10071437"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17059	"10015037"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17060	"10015035"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17061	"10097996"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17062	"10088041"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17063	"10090985"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17064	"10015532"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17065	"10042078"	1	""	"Wasatch Front"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17066	"10012835"	1	""	"Basin Ane Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17067	"10011169"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17068	"10010638"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17069	"10088028"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17070	"10087137"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17071	"10011170"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17072	"10087047"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17073	"10089528"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17074	"10010630"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17075	"10010692"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17076	"10088729"	1	""	"Wasatch Front"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17077	"10079032"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17078	"10089648"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17079	"10088662"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17080	"10015197"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17081	"10010737"	1	""	"Basin And Range-Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17082	"10010716"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17083	"10087012"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17084	"10012238"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17085	"10020409"	1	""	"Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17086	"10095903"	1	""	"Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17087	"10011140"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17088	"10012127"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17089	"10072971"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17090	"10097968"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17091	"10014210"	1	""	"Colorado Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17092	"10101632"	1	""	"Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17093	"10013205"	1	""	"Central Cordillera (Southern Rocky Mtns); Colorado Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17094	"10105906"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-06"	"Woodruff, Laurel G."	"27-SEP-06"
17095	"10000821"	1	""	"Chugach Terrane"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17096	"10106599"	1	""	"Passive Continental Margin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17097	"10092987"	1	""	"Intermontane Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17098	"10061273"	1	""	"Island Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17099	"10042125"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17100	"10079583"	1	""	"Regional Metamorphism, Post Tectonic, 550 To 480 Million Years Ago."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17101	"10079489"	1	""	"Coosa Block"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17102	"10011411"	1	""	"Wasatch Front"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17103	"10011410"	1	""	"Wasatch Front"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17104	"10098075"	1	""	"Cache Valley"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17105	"10087649"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17106	"10012101"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17107	"10012767"	1	""	"Uinta Uplift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17108	"10087389"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17109	"10011479"	1	""	"Uinta Uplift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17110	"10087372"	1	""	"Uinta Uplift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17111	"10011514"	1	""	"Unita Uplift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17112	"10012103"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17113	"10010625"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17114	"10041991"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17115	"10101763"	1	""	"Wasatch Front"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17116	"10087385"	1	""	"Wasatch Front"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17117	"10101645"	1	""	"Wasatch Front"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17118	"10011468"	1	""	"Uinta Uplift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17119	"10087660"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17120	"10012678"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17121	"10012673"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17122	"10012672"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17123	"10087653"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17124	"10011348"	1	""	"Cache Valley"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17125	"10087296"	1	""	"Cache Uplift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17126	"10087471"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17127	"10087072"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17128	"10088688"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17129	"10011528"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17130	"10012210"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17131	"10011386"	1	""	"Wasatch Front"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17132	"10087330"	1	""	"Overthrust Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17133	"10087489"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17134	"10012129"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17135	"10087373"	1	""	"Uinta Uplift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17136	"10011523"	1	""	"Uinta Uplift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17137	"10042023"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17138	"10011437"	1	""	"Thrust Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17139	"10012826"	1	""	"Wasatch Front"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17140	"10087475"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17141	"10011361"	1	""	"Cache Uplift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17142	"10012118"	1	""	"Basin And Range-Colorado Plateau Transition"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17143	"10087490"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17144	"10012021"	1	""	"Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17145	"10087559"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17146	"10015137"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17147	"10078643"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17148	"10042106"	1	""	"Northern Utah Highland"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17149	"10042108"	1	""	"Northern Utah Highland"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17150	"10078644"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17151	"10015141"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17152	"10098016"	1	""	"Cordillerean Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17153	"10088033"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17154	"10078697"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17155	"10012144"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17156	"10101518"	1	""	"Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17157	"10011328"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17158	"10011269"	1	""	"Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17159	"10087280"	1	""	"Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17160	"10010569"	1	""	"Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17161	"10087261"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17162	"10011243"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17163	"10101620"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17164	"10107499"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17165	"10089602"	1	""	"Uplifted Sedimentary Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17166	"10010659"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17167	"10010658"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17168	"10010657"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17169	"10087060"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17170	"10042131"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17171	"10011046"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17172	"10087209"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17173	"10011012"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17174	"10011208"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17175	"10087118"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17176	"10011048"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17177	"10011047"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17178	"10101522"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17179	"10094330"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17180	"10087169"	1	""	"Geosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17181	"10087148"	1	""	"Geosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17182	"10011137"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17183	"10087156"	1	""	"Geosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17184	"10087160"	1	""	"Geosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17185	"10087159"	1	""	"Geosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17186	"10101643"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17187	"10011354"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17188	"10101608"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17189	"10087220"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17190	"10101609"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17191	"10087213"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17192	"10011211"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17193	"10087136"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
17194	"10011044"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
