i	dep_id	line	ore_ctrl	ore_ctrl_text	inserted_by	insert_date	updated_by	update_date
22544	"10010647"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22545	"10087054"	1	""	"Lake Beach"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22546	"10087055"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22547	"10090799"	1	""	"Sand Dunes"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22548	"10010698"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22549	"10101524"	1	""	"Lake Bar"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22550	"10010673"	1	""	"Lake Bar"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22551	"10101533"	1	""	"Alluvial Fan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22552	"10011445"	1	""	"Alluvial Fan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22553	"10011449"	1	""	"Talus"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22554	"10010602"	1	""	"Lake Terrace Sediments"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22555	"10010611"	1	""	"Alluvial Fan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22556	"10071885"	1	""	"Fluvial Environment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22557	"10071884"	1	""	"Fluvial Environment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22558	"10073241"	1	""	"Pediments"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22559	"10073227"	1	""	"Pediment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22560	"10099718"	1	""	"Pediment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22561	"10105982"	1	""	"Fluvial Environment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22562	"10073236"	1	""	"Fluvial Environment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22563	"10087035"	1	""	"River Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22564	"10042074"	1	""	"Lake Bonneville Shoreline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22565	"10103858"	1	""	"Lake Bonneville Shoreline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22566	"10042075"	1	""	"Lake Bonneville Shoreline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22567	"10088727"	1	""	"Lake Bonneville Shorelime"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22568	"10042121"	1	""	"Alluvial Fan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22569	"10087699"	1	""	"Stream Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22570	"10020518"	1	""	"River Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22571	"10087467"	1	""	"Alluvial Fan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22572	"10087951"	1	""	"Nw-Trending Quartz Veins Cutting Greenstone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22573	"10087955"	1	""	"Nw-Trending Quartz Vein Cutting Across Foliation Of Greenstone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22574	"10087972"	1	""	"Ne-Trending Vein Cutting Granite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22575	"10094685"	1	""	"Strong Nw-Trending Quartz Vein Cutting Across Foliation Of Greenston"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22576	"10078608"	1	""	"Near Contact Of Two Metamorphic Rock Units"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22577	"10018173"	1	""	"Organic Material"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22578	"10047375"	1	""	"Minor Limonite-Stained Joints"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22579	"10026188"	1	""	"Bedding"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22580	"10040728"	1	""	"Placer Deposits"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22581	"10079274"	1	""	"Quartz And Calcite Veinlets"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22582	"10088331"	1	""	"Quartz Vein"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22583	"10025292"	1	""	"Joint, Sheeted Or Sheared Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22584	"10015791"	1	""	"Fissure Veins"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22585	"10073161"	1	""	"Reverse And Bedding Plane Faults, Joints Associated With Gentle Folds"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22586	"10078598"	1	""	"Near Contact Of Mica Gneiss Unit And Granite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22587	"10025265"	1	""	"Residual Clays Over Shady Dolomite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22588	"10025268"	1	""	"Residual Clays Over Shady Dolomite"	"MRDS migration"	"29-OCT-02"	""	""
22589	"10095766"	1	""	"In And About Contacts With Basalt"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22590	"10095429"	1	""	"Quartz Veinlets"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22591	"10048047"	1	""	"Stratigraphy"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22592	"10078943"	1	""	"Channel Fill, Carbonized Plant Remains"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22593	"10012413"	1	""	"Cone Sheet Fracture Zone In Roof Of Multiple-Stage Intrusion"	"MRDS migration"	"29-OCT-02"	""	""
22594	"10080346"	1	""	"Faults, Fractures, Shear Zones"	"MRDS migration"	"29-OCT-02"	""	""
22595	"10094810"	1	""	"Fault Cutting Limestone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22596	"10015785"	1	""	"Sandstone Channel Sands"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22597	"10093715"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22598	"10107351"	1	""	"Paleochannel, Carbonaceous Material"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22599	"10000822"	1	""	"Fracture Control"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22600	"10071738"	1	""	"Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22601	"10012557"	1	""	"See Comments"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22602	"10043778"	1	""	"Intrusive Contact"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22603	"10044674"	1	""	"Dikes Emplaced Along Older Fault System."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22604	"10012879"	1	""	"Mineralized Veins"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22605	"10045951"	1	""	"Granodiorite Contact, Faults, Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22606	"10040483"	1	""	"Quartz Vein Is In Sheared Zone Near Contact-Metamorphic Zone."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22607	"10101582"	1	""	"Lacustrine"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22608	"10028188"	1	""	"Faulted Zone Along Contact."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22609	"10046352"	1	""	"Detachment Fault Breccia Pipe"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22610	"10021915"	1	""	"Reducing Environment, Stratigraphic"	"MRDS migration"	"29-OCT-02"	""	""
22611	"10097772"	1	""	"Fissures, Fractures And Faults Provided Path And Acted As Host For Mineralized Solution Emanating From Shallow Igneous Mass. Solution Trapped By Overlying Impervious Shale."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22612	"10015128"	1	""	"Paleochannel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22613	"10046607"	1	""	"Fault (N-S Trend, Dip About 60w) Ore On Footwall Side"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22614	"10044481"	1	""	"In A Zone Of Intense Fracturing And Faulting Of The Amargosa Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22615	"10087575"	1	""	"Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22616	"10080690"	1	""	"Clay Residuum"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22617	"10014074"	1	""	"Mineralization Localized In Highly Brecciated Sediments Adjacent To An Igneous Intrusion."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22618	"10027268"	1	""	"Stratigraphy, Igneous Activity"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22619	"10089697"	1	""	"The Various Components Of The Bushveld Igneous Complex Have Been Emplaced In Successive Eruptions As Sheet-Like Masses Into The Pretoria Series Volcanics (Transvaal System), And In Some Cases Into One Another, Dipping Inward Toward The Center Giving A Cone-Like Structure To The Complex As A Whole."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22620	"10013422"	1	""	"Carbonatites, Faults, Fractures, Fenitization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22621	"10027289"	1	""	"Mineralization In Shinarump And Underlying Moenkopi At Or Near Cont Act."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22622	"10098353"	1	""	"Vein Intersections"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22623	"10080127"	1	""	"Residuum"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22624	"10049987"	1	""	"Lithology"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22625	"10087088"	1	""	"Steeply Dipping, Northward Striking, Premineral Fissures Intersected By Eastward Striking Premineral Fissures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22626	"10041153"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22627	"10088994"	1	""	"Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22628	"10055563"	1	""	"Vertical Fractures, Gentle Folds More Or Less Parallel To Regional Strike"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22629	"10013109"	1	""	"Wall Rock Control"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22630	"10044264"	1	""	"Ore Body Is Controlled A N 5-10 W, 40-50 Sw Feldspathized Zone, A N 40 W, 50-70 Sw Shear Zone, N 50 W Striking Vertical Joints. Fracturing And Crushing Of Host Rock."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22631	"10044356"	1	""	"Shearing"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22632	"10088504"	1	""	"Estructural Y Litologico."	"MRDS migration"	"29-OCT-02"	""	""
22633	"10005718"	1	""	"Estructurales; Fallas"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22634	"10097479"	1	""	"Estructural Y Litologico."	"MRDS migration"	"29-OCT-02"	""	""
22635	"10055657"	1	""	"Fissure Along A Fault Plane"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22636	"10059964"	1	""	"Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22637	"10087075"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22638	"10042019"	1	""	"Hillside"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22639	"10010676"	1	""	"Lake Bar"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22640	"60000319"	1	""	"BEACH"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
22641	"10106066"	1	""	"P. C."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22642	"10046519"	1	""	"Contact Of Rhyolite And Andesite; Brecciation"	"MRDS migration"	"29-OCT-02"	""	""
22643	"10088710"	1	""	"Alluvial Fan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22644	"10088677"	1	""	"Lake Bonneville Shoreline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22645	"10011129"	1	""	"Lacustrine"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22646	"10087185"	1	""	"Alluvial"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22647	"10310689"	1	""	"Ore shoots within mesothermal gold-bearing quartz veins."	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
22648	"10038156"	1	""	"Fractures"	"MRDS migration"	"29-OCT-02"	""	""
22649	"10046518"	1	""	"Fracturing?"	"MRDS migration"	"29-OCT-02"	""	""
22650	"10023322"	1	""	"Contact Metamorphism"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22651	"10038041"	1	""	"Stream Hydraulics"	"MRDS migration"	"29-OCT-02"	""	""
22652	"10027942"	1	""	"Deposit Occurs Along A Shear Zone In The Schists."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22653	"10042511"	1	""	"Fault (Shear) Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22654	"10086865"	1	""	"Estructurales"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22655	"10043974"	1	""	"Ne-Trending Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22656	"10096996"	1	""	"Estructural"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22657	"10060063"	1	""	"Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22658	"10055907"	1	""	"The Vein Is In Andesite And Is Estimated To Average 7 Ft. Wide And 1,200 Ft. Long (Huntting, 1956, P. 125)."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22659	"10071087"	1	""	"Fracture Zone Contains Mineralized Shear Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22660	"10044252"	1	""	"No Information"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22661	"10013658"	1	""	"Fissure Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22662	"10092984"	1	""	"Placer Developed From Gold In Quartz Veins"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22663	"10040934"	1	""	"Silicified Thrust Fault In Franciscan Sediments"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22664	"10037290"	1	""	"Brecciated Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22665	"10041252"	1	""	"Contact"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22666	"10046915"	1	""	"Brecciated Fault Zone; Contact Of Limestone With Rhyolite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22667	"10012063"	1	""	"Lake Spit Or Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22668	"10012086"	1	""	"Alluvial Fan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22669	"10012088"	1	""	"Alluvial Fan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22670	"10087303"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22671	"10087727"	1	""	"River Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22672	"10012821"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22673	"10012802"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22674	"10101758"	1	""	"Lake Bonneville Shoreline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22675	"10011477"	1	""	"Stream Bed"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22676	"10087476"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22677	"10087555"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22678	"10101665"	1	""	"Lake Bar"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22679	"10107974"	1	""	"Lake Bar"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22680	"10012248"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22681	"10041894"	1	""	"Lake Spit"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22682	"10012853"	1	""	"River Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22683	"10101759"	1	""	"Mountain Flank"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22684	"10042013"	1	""	"River Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22685	"10012259"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22686	"10101713"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22687	"10097824"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22688	"10087655"	1	""	"Alluvial Fan, Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22689	"10107973"	1	""	"Beach"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22690	"10012020"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22691	"10011409"	1	""	"River Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22692	"10087470"	1	""	"Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22693	"10087477"	1	""	"Alluvial Fan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22694	"10011385"	1	""	"River Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22695	"10011532"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22696	"10042023"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22697	"10094710"	1	""	"Chemical Precipitation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22698	"10057804"	1	""	"Faults At N50w, 70s And N70w, ?? Cut Off Deposit At East And West Ends."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22699	"10097777"	1	""	"Fault-Fracture Structural Control."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22700	"10094439"	1	""	"Fault-Fissure Structural Control"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22701	"10047524"	1	""	"N20w, 70 Ne Structure"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22702	"10037098"	1	""	"Breccia, Fissures And Joints"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22703	"10010028"	1	""	"Fault-Fracture Structural Control."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22704	"10007758"	1	""	"Fracturas"	"MRDS migration"	"29-OCT-02"	""	""
22705	"10067474"	1	""	"River Valley"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22706	"10038435"	1	""	"Edge Of An Intrusive"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22707	"10044956"	1	""	"Mineralized Dike And Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22708	"10088976"	1	""	"Faults, Fratures Limestone Host"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22709	"10044193"	1	""	"Vestal Shear (?)Silicified Breccia Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22710	"10071640"	1	""	"Shear Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22711	"10104604"	1	""	"Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22712	"10101966"	1	""	"Pegmatite Pods"	"MRDS migration"	"29-OCT-02"	""	""
22713	"10088161"	1	""	"Cinder Cone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22714	"10276693"	3	"impermeable cap rock (salt dome)"	""	"WHERAN"	"17-MAR-10"	""	""
22715	"10276693"	2	"reduced facies sediments in redbed sequences"	""	"WHERAN"	"17-MAR-10"	"WHERAN"	"17-MAR-10"
22716	"10010376"	1	""	"Intersection Of Tertiary Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22717	"10042865"	1	""	"Fault Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22718	"10108082"	1	""	"Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22719	"10055046"	1	""	"Estructural: La Mineralizacion Se Encuentra Rellenando Fracturas"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22720	"10005890"	1	""	"N-S Fractures, Fissures, Porous Ash Beds"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22721	"10079390"	1	""	"Structurally controlled in synclinal body."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
22722	"10100615"	1	""	"Fracture System"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22723	"10102050"	1	""	"Veins Occur In Aplite Dike In Gneiss With Tobacco Root Batholith Contact Nearby."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22724	"10050544"	1	""	"Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22725	"10015302"	1	""	"Contact"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22726	"10086978"	1	""	"Cu Minerals Replace Organic Matter"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22727	"10095021"	1	""	"Estructural"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22728	"10045033"	1	""	"Favorable Sedimentary Beds"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22729	"10058714"	1	""	"Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22730	"10088611"	1	""	"Zone Containing Narrow Veinlets Of Cinnabar"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22731	"10044482"	1	""	"Along A Fracture Zone."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22732	"10072968"	1	""	"Organic Material - Logs"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22733	"10071047"	1	""	"Fracture Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22734	"10039372"	1	""	"Main Sulfide Ore Belt"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22735	"10105575"	1	""	"Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22736	"10102482"	1	""	"Asbestos-Bearing Zones Occur In The Bedding Of The Lower Member At Three Constant Intervals.  The Topmost Zone Is Immediately Under The Base Of The Algal Limestone, And Lower Zones Occur At 33 And 39 Feet Stratigraphically Lower In The Section."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22737	"10087594"	1	""	"See Comments"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22738	"10014784"	1	""	"Veins Along Fault Near Igneous Intrusive"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22739	"10073149"	1	""	"Drag Folded Part, North Limb Of A Partially Overturned Syncline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22740	"60001612"	1	"Fault/fracture"	"THE DEPOSITS ARE FISSURE VEINS ALONG TWO SETS OF FRACTURES. VEIN MATERIAL INCLUDES PYRITE, ARGENTIFEROUS AND AURIFEROUS GALENA (2.5-8 KG SILVER PER TON), SMALL AMOUNTS OF CHALCOPYRITE, TETRAHEDRITE, STIBNITE, MAGNETITE, RUBY SILVER, AND NATIVE SILVER. ARSENOPYRITE FORMS PRISMS AS LONG AS 5 CM. GOLD FROM THIS VEIN OF ARSENOPYRITE CONTAINED, ACCORDING TO VELARDE, 25-30 GRAMS OF GOLD AND 500-800 GRAMS OF SILVER PER TON. TETRAHEDRITE SEEMS TO BE MORE ABUNDANT IN THE UPPER LEVELS OF THE MINES AND ACCORDING TO VELARDE CONTAINED AS MUCH AS 90-100 KG OF SILVER PER TON. GANGUE IS MAINLY AMORPHOUS OR CRYSTALLIZED QUARTZ WITH MINOR AMOUNTS OF BARITE, CALCITE, AND RHODOCHROSITE OR RHODONITE."	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
22741	"10096836"	1	""	"Contacto Sedimentario Intrusivo"	"MRDS migration"	"29-OCT-02"	""	""
22742	"10013827"	1	""	"E-W-Trending Faults"	"MRDS migration"	"29-OCT-02"	""	""
22743	"10027914"	1	""	"Best Values Are In Quartz Associated With Dark Spar"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22744	"10048112"	1	""	"Veins Are Near Faults And Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22745	"10045097"	1	""	"Tactite Near Granodiorite/Sedimentary Contact"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22746	"10102479"	1	""	"Ore Bodies Occur In Units Showing Most Rapid Variation In Thickness"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22747	"10015929"	1	""	"Bismark-Van Armin Shear Zone"	"MRDS migration"	"29-OCT-02"	""	""
22748	"60001797"	1	""	"ORE CONTROL IS ATTRIBUTED TO METAMORPHISM INDUCED BY THE BUSHVELD IGNEOUS COMPLEX (NOW NO LONGER IN EXISTENCE IN THIS AREA).  ""BLOCK-SPAR""  ORES, OCCURRING AS STRATIFORM BODIES IN THIS PORTION OF THE OVERALL DEPOSIT, EXIST IN DARK-COLORED DOLOMITE WITH LITTLE OR NO ALGAL STRUCTURE. A SYNSEDIMENTARY ORIGIN IS SUGGESTED, WITH SUBSEQUENT RECRYSTALLIZATION AND REMOBILIZATION"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
22749	"10015567"	1	""	"Sandstone Bed"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22750	"10039664"	1	""	"Fractures In Quartzite.  Limestone Beds."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22751	"10040292"	1	""	"Metasedimentary Rocks"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22752	"10012399"	1	""	"Fault-Fracture Structural Control."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22753	"10109031"	1	""	"Ore Occurs Along A Northeasterly Trending Fissure In Diabase"	"MRDS migration"	"29-OCT-02"	""	""
22754	"10015421"	1	""	"Selective Sandstones Beds"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22755	"10104123"	1	""	"Bedding Planes"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22756	"10015419"	1	""	"Carbonaceous Material, Clay Galls"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22757	"10096439"	1	"Fissure"	""	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"22-DEC-2008 05:28:19"
22758	"10067629"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22759	"10080691"	1	""	"Clay Residuum"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22760	"10106183"	1	""	"E-W Trending Normal Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22761	"10080169"	1	""	"Vein/Shear Zone"	"MRDS migration"	"29-OCT-02"	""	""
22762	"10082557"	1	""	"Local Shear Zone?/Gneissic Foliation?"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22763	"10015581"	1	""	"Fault Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22764	"10087359"	1	""	"Frog Valley Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22765	"10101704"	1	""	"Beach"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22766	"10011437"	1	""	"River Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
22767	"10087696"	1	""	"River Terrace, Lake Terrace"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
