i	dep_id	line	alt_type	alterat	alterat_text	inserted_by	insert_date	updated_by	update_date
14406	"10307257"	1	"L"	""	"Quartz and tourmaline replacement, oxidation."	"ARDF migration"	"06-OCT-03"	""	""
14407	"10001214"	1	"L"	""	"Metasomatic alteration related to contact metamorphism: calc-silicate minerals, sulfides and quartz."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14408	"10308300"	1	"L"	""	"Oxidation; gossan development."	"ARDF migration"	"06-OCT-03"	""	""
14409	"10308304"	1	"L"	""	"Oxidation; limonitic staining is noted here."	"ARDF migration"	"06-OCT-03"	""	""
14410	"10308148"	1	"L"	""	"Volcanic rocks here exhibit argillic alteration."	"ARDF migration"	"06-OCT-03"	""	""
14411	"10001851"	1	"L"	""	"Oxidation and silicification."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14412	"10308354"	1	"L"	""	"Color anomaly associated with diorite stock."	"ARDF migration"	"06-OCT-03"	""	""
14413	"10308121"	1	"L"	""	"Christie (1974) describes the alteration as argillic, but provides no details."	"ARDF migration"	"06-OCT-03"	""	""
14414	"10068787"	1	"L"	""	"Limestone Altered To Skarn"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14415	"10020459"	1	"L"	""	"Argillization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14416	"10055146"	1	"L"	""	"Argillization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14417	"10002516"	1	"L"	""	"Silicification (quartz veining in hornfels) and oxidation."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14418	"10040921"	1	"L"	""	"Silica Carbonate Alteration In Franciscan Serpentine"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14419	"10013927"	1	"L"	""	"Wallrock Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14420	"10094206"	1	"L"	""	"Argillic, Sericitic; Diminishes Rapidly With Depth"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14421	"10093748"	1	"L"	"Oxidation"	""	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"28-DEC-2008 05:19:20"
14422	"10310330"	1	"L"	""	"Alteration in the mine area includes; silicification, decalcification, minor oxidization and remobilization of carbon. "	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
14423	"10080448"	1	"L"	""	"Rhyodacite Porphyry Is Sericitized"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14424	"10026318"	1	"L"	""	"Weathered"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14425	"10044875"	1	"L"	""	"Country Rocks Argillized About Ore Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14426	"10027920"	1	"L"	""	"Pyritized Areas More Altered; Bleaching; Kaolin, Calcite, And Chlorite Have Formed"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14427	"10026749"	1	"L"	""	"None"	"MRDS migration"	"29-OCT-02"	""	""
14428	"10079939"	1	"L"	""	"Weathering"	"woodruff"	"20-OCT-2003 11:40:19"	""	""
14429	"10057819"	1	"L"	""	"Argillic, Sericitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14430	"10044372"	1	"L"	""	"Silicification Along Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14431	"10046865"	1	"L"	""	"Minor Silicification, Sericitization, Oxidation, Pyritization; Potassic, Phyllic, Propylitic, Zoned Around Faults & Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14432	"10044091"	1	"L"	""	"Propylitic, Sericitic."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14433	"10013042"	1	"L"	""	"Gradationally Altered Zones Begin With High-Silica Jasperoid Breccia Pipes, Surrounded By Advanced Argillic Breccia And Volcanics, Then By Nonbrecciated Silicified Quartz Latite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14434	"10013051"	1	"L"	""	"Gradationally Altered Zones Begin With High-Silica Jasperoid Breccia Pipes, Surrounded By Advanced Argillic Breccia And Volcanics, Then By Nonbrecciated Silicified Quartz Latite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14435	"10090907"	1	"L"	""	"Gradationally Altered Zones Begin With High-Silica Jasperoid Breccia Pipes, Surrounded By Advanced Argillic Breccia And Volcanics, Then By Nonbrecciated Silicified Quartz Latite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14436	"10034318"	1	"L"	""	"Sericitization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14437	"10080845"	1	"L"	""	"Dolomitization, Dissolution"	"MRDS migration"	"29-OCT-02"	""	""
14438	"10080846"	1	"L"	""	"Mt. Carmel Fault-Fluorite Occurrences Form Broad Band Following Fa Ult."	"MRDS migration"	"29-OCT-02"	""	""
14439	"10002555"	1	"L"	""	"Carbonates Replaced By Sideritic Carbonate Containing Quartz Veinlets."	"MRDS migration"	"29-OCT-02"	""	""
14440	"10094596"	1	"L"	""	"Heavy Iron Staining"	"MRDS migration"	"29-OCT-02"	""	""
14441	"10044974"	1	"L"	""	"Slight To Intense Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14442	"10050869"	1	"L"	""	"Silicification, Highly Oxidized"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14443	"10097153"	1	"L"	""	"Other:  Sericite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14444	"10061881"	1	"L"	""	"Siliceous Carbonates"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14445	"60001021"	1	"L"	"SILICIFICATION"	"MULTIPLE GENERATIONS OF SILICIFICATION"	"MRDS migration"	"30-SEP-07"	""	""
14446	"10089937"	1	"L"	""	"Weathering Of Bedrock"	"woodruff"	"20-OCT-2003 11:40:19"	""	""
14447	"10006491"	1	"L"	""	"Metamorphosed"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14448	"10050804"	1	"L"	""	"Silicified Gouge And Iron-Staining"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14449	"10090903"	1	"L"	""	"Argillization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14450	"10012918"	1	"L"	""	"Argillization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14451	"10026066"	1	"L"	""	"Partial Alteration Of Plagioclase To Kaolinite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14452	"10039644"	1	"L"	""	"Sericite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14453	"10011393"	1	"L"	""	"Contact Metamorphism & Assoc. Minerals"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14454	"10011380"	1	"L"	""	"Contact Metamorphism & Assoc. Minerals"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14455	"10045775"	1	"L"	""	"Argillic Alteration Of Wallrock Near Vein"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14456	"10001030"	1	"L"	""	"Oxidation of Cu minerals."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14457	"10001417"	1	"L"	""	"Altered, silicified granite"	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:16:45"
14458	"10001922"	1	"L"	""	"Oxidation."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14459	"10003317"	1	"L"	""	"Propylitic and local quartz-sericite alteration."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:16:56"
14460	"10003348"	1	"L"	""	"Chloritic/argillic, fine-grained secondary muscovite"	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:16:31"
14461	"10003565"	1	"L"	""	"Pyrite-enrichment of the Cretaceous volcanic rocks is noted but other aspects of alteration here are not described."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:17:01"
14462	"10308643"	1	""	""	"Extensive clay and chalcedonic alteration."	"ARDF migration"	"06-OCT-2003 00:00:00"	""	""
14463	"10308653"	1	""	""	"Feldspars are altered to clay minerals; quartz is a 'smokey' variety, possibly due to radioactive decay."	"ARDF migration"	"06-OCT-2003 00:00:00"	""	""
14464	"10308654"	1	""	""	"Chalcedonic, carbonate."	"ARDF migration"	"06-OCT-2003 00:00:00"	""	""
14465	"10003124"	1	"L"	""	"Alteration is not described.??"	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:17:09"
14466	"10002244"	1	"L"	""	"Skarn developed in calc-magnesian rocks.  Skarn minerals include garnet and epidote."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14467	"10002275"	1	"L"	""	"Marble locally contains tremolite, and at intrusive contacts is altered to pyroxene - garnet skarn.  Chlorite and tremolite also occur in calc-hornfels."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:16:33"
14468	"10002541"	1	"L"	""	"Tourmaline and sericite alteration along closely spaced fractures; quartz-carbonate replacement."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:16:57"
14469	"10000286"	1	"L"	""	"Deposits associated with development of pyroxene-epidote-garnet skarn."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14470	"10000472"	1	"L"	""	"None reported."	"MRDS migration"	"29-OCT-02"	"ARDF Migration"	"23-AUG-07"
14471	"10308322"	1	"L"	""	"Silicification."	"ARDF migration"	"06-OCT-03"	""	""
14472	"10001935"	1	"L"	""	"Oxidation?"	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14473	"10307480"	1	"L"	""	"Potassic alteration with the introduction of K-feldspar and biotite in the core of the system.  Locally the rocks are sericitized and phyllically altered. Higher in the system, the rocks are silicified, altered to clay, and carbonatized. Bull and her co-authors (1997 and 1999) indicate that galena is more abundant distally."	"ARDF migration"	"06-OCT-03"	""	""
14474	"10307950"	1	"L"	""	"Dolomitization?"	"ARDF migration"	"06-OCT-03"	""	""
14475	"10001216"	1	"L"	""	"White mica and pyrite-oxidation."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14476	"10001968"	1	"L"	""	"Quartz veining?"	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14477	"10001850"	1	"L"	""	"Silicification (?) and oxidation; the development of silica-rich rocks at or near the base of Paleozoic marble characterizes this type of copper occurrence."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14478	"10308219"	1	"L"	""	"Alteration consists of pink to tan bleaching of originally dark-green andesitic(?) breccia."	"ARDF migration"	"06-OCT-03"	""	""
14479	"10308797"	1	""	""	"Tourmaline alteration along closely spaced fractures."	"ARDF migration"	"06-OCT-2003 00:00:00"	""	""
14480	"10001952"	1	"L"	""	"Recrystallized calc-silicate assemblages."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14481	"10001849"	1	"L"	""	"Silicification (?) and oxidation; the development of silica-rich rocks at or near the the base of Paleozoic marble overlying characterizes this type of copper occurrence."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14482	"10307898"	1	"L"	""	"Oxidation of copper mineral."	"ARDF migration"	"06-OCT-03"	""	""
14483	"10002292"	1	"L"	""	"The brillant yellow color described by Atwood (1911) is probably due to the weathering of pyrite, producing iron oxides and clay."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14484	"10308475"	1	"L"	""	"The rocks at this site exhibit  propylitic alteration increasing to pervasive sericitization and silicification adjacent to the quartz veins."	"ARDF migration"	"06-OCT-03"	""	""
14485	"10307552"	1	"L"	""	"Footwall alteration zones containing chlorite and sericite."	"ARDF migration"	"06-OCT-03"	""	""
14486	"10002169"	1	"L"	""	"Silicification."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14487	"10308334"	1	"L"	""	"Skarn."	"ARDF migration"	"06-OCT-03"	""	""
14488	"10308756"	1	"L"	""	"Oxidation of copper mineral."	"ARDF migration"	"06-OCT-2003 00:00:00"	""	""
14489	"10307879"	1	"L"	""	"Extensive ferricrete gossan."	"ARDF migration"	"06-OCT-03"	""	""
14490	"10308296"	1	"L"	""	"The intrusive rocks are described as altered but the nature of alteration is not defined."	"ARDF migration"	"06-OCT-03"	""	""
14491	"10308451"	1	"L"	""	"Some clay gouge, with pyrite and quartz, is reported in a fault zone in the sedimentary rocks."	"ARDF migration"	"06-OCT-03"	""	""
14492	"10307854"	1	"L"	""	"Strong silicification and sericite zones."	"ARDF migration"	"06-OCT-03"	""	""
14493	"10307999"	1	"L"	""	"Albitization and silicification."	"ARDF migration"	"06-OCT-03"	""	""
14494	"10308967"	1	""	""	"Oxidation?"	"ARDF migration"	"06-OCT-2003 00:00:00"	""	""
14495	"10002105"	1	"L"	""	"Fluorite and silica replacement."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14496	"10001789"	1	"L"	""	"Quartz veining in metamorphic rocks."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14497	"10308436"	1	"L"	""	"Quartz veining, sideritic carbonate replacement, and possibly silicification."	"ARDF migration"	"06-OCT-03"	""	""
14498	"10307681"	1	"L"	""	"Pyritization of tuffaceous phyllite country rock.  Intermittent zones of iron staining for several hundred yards along shoreline of lake."	"ARDF migration"	"06-OCT-03"	""	""
14499	"10308240"	1	"L"	""	"Skarn."	"ARDF migration"	"06-OCT-03"	""	""
14500	"10068788"	1	"L"	""	"Hydrothermal Alteration - The Zone Of Alteration Is Slightly Larger Than The Ore Body, In Contrast To Most Porphyry Copper Deposits.  Alteration Fades Out Gradually Around The Periphery Of The Ore Body.  Alteration Is Characterized By Nearly Complete Conversion Of All Rock Types.  To Quartz And Mixed Sericite And Clay With Concomitant Destruction Of Original Textures.  Areas Of Strongest Alteration Generally Have The Highest Sulfide Content Particularly Of Chalcopyrite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14501	"10103752"	1	"L"	""	"Most Ore Is Oxidized, Limestone Is Altered"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14502	"10040045"	1	"L"	""	"Weak Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14503	"10067398"	1	"L"	""	"Mass Weathering Of Bedrock"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14504	"10045247"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14505	"10093964"	1	"L"	""	"Hornfels and metasomatic alteration are present in this occurrence."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14506	"10071223"	1	"L"	""	"Iron - Oxide Stained"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14507	"10093455"	1	"L"	""	"Epidote, Chlorite, Sericite, Calcite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14508	"10109838"	1	"L"	""	"None"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14509	"10047720"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14510	"10047724"	1	"L"	""	"Silicification Of Host Rock & Volcanic Breccia"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14511	"10310457"	1	"L"	""	"Deposit was oxidized"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
14512	"10010567"	1	"L"	""	"Marblization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14513	"10102403"	1	"L"	""	"Surface Oxidation To 90 Ft Depth; Diorite Near Contact Is Both Chl Oritized And Epidotized"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14514	"10005547"	1	"L"	""	"Kaolinitization Of Granodiorite In Mineralized Areas"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14515	"10049084"	1	"L"	""	"Sericitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14516	"10102020"	1	"L"	""	"Sericitization, Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14517	"10104144"	1	"L"	""	"Serpentinized Dunite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14518	"10307112"	1	"L"	""	"Weathering"	"woodruff"	"28-OCT-2003 08:53:20"	""	""
14519	"10040593"	1	"L"	""	"The Tuff Is Sheared And Bleached."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14520	"10021345"	1	"L"	""	"Limestone Is Sheared And Altered"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14521	"10055263"	1	"L"	""	"Silicic, Sericitic, Chloritic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14522	"10039924"	1	"L"	""	"Qtz-Ser-Pyr Ccp"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14523	"10039972"	1	"L"	""	"""Qtz-Ser-Pyr;"" ""Py-Cp-Gossan;"""	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14524	"10039974"	1	"L"	""	"""Qtz-Ser-Pyr;"" ""Py-Gossan;"""	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14525	"10039979"	1	"L"	""	"Py-Gossan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14526	"10039987"	1	"L"	""	"Qtz-Ser"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14527	"10039994"	1	"L"	""	"Propylitic ?"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14528	"10042607"	1	"L"	""	"Scapolitized"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14529	"10046090"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14530	"10062459"	1	"L"	""	"Sericitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14531	"10064162"	1	"L"	""	"Strong Sericitic, Supergene Alteration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14532	"10085614"	1	"L"	""	"Fluoritization Of Limestone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14533	"10085709"	1	"L"	""	"Hematite Haloes On Vein"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14534	"10088598"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14535	"10039734"	1	"L"	""	"Quartz-Sericite-Pyrite-Pyrhhotite-Pyrite Gossan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14536	"10039740"	1	"L"	""	"Quartz-Sericite-Pyrite, Argillitic, Pyrrhotite-Pyrite Gossan."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14537	"10039742"	1	"L"	""	"Quartz-Sericite-Pyrite, Pyrite-Gossan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14538	"10039743"	1	"L"	""	"Quartz-Sericite-Pyrite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14539	"10039744"	1	"L"	""	"Pyrite Gossan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14540	"10039747"	1	"L"	""	"Argillitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14541	"10039841"	1	"L"	""	"Quartz-Sericite-Pyrite;  Propylitic;  Pyrite-Gossan;  Skarn"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14542	"10039834"	1	"L"	""	"Skarn"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14543	"10039837"	1	"L"	""	"Pyrite-Gossan;  Skarn"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14544	"10039824"	1	"L"	""	"Pyrite Gossan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14545	"10039838"	1	"L"	""	"Pyrite-Gossan;  Skarn"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14546	"10039788"	1	"L"	""	"Skarn"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14547	"10039787"	1	"L"	""	"Argillitic; Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14548	"10039791"	1	"L"	""	"Argillitic; Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14549	"10039815"	1	"L"	""	"Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14550	"10001954"	1	"L"	""	"Recrystallized calc-silicate assemblages are expected."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14551	"10307994"	1	"L"	""	"Albitization, silicification, and sulfidization."	"ARDF migration"	"06-OCT-03"	""	""
14552	"10308915"	1	""	""	"Conspicuous iron-stained zones that resulted from oxidation of iron-rich minerals in the oxide-sulfide segregations."	"ARDF migration"	"06-OCT-2003 00:00:00"	""	""
14553	"10307826"	1	"L"	""	"Ferricrete oxidation of pyrite and pyrrhotite."	"ARDF migration"	"06-OCT-03"	""	""
14554	"10308064"	1	"L"	""	"Fluorite possible formed during a degassing stage of the cooling of the rhyolite hostrock."	"ARDF migration"	"06-OCT-03"	""	""
14555	"10307882"	1	"L"	""	"Strong ferricrete alteration."	"ARDF migration"	"06-OCT-03"	""	""
14556	"10308102"	1	"L"	""	"All volcanic units exhibit pervasive propylitization. Silicification is present along mineralized shears and in zones of fracturing and brecciation. Argillization is associated with silica-flooded areas."	"ARDF migration"	"06-OCT-03"	""	""
14557	"10307698"	1	"L"	""	"Sericitization of sheared granitic rocks."	"ARDF migration"	"06-OCT-03"	""	""
14558	"10003071"	1	"L"	""	"Pyrite is almost completely oxidized to limonite."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:17:00"
14559	"10308468"	1	"L"	""	"The rocks exhibit propylitization with local argillization."	"ARDF migration"	"06-OCT-03"	""	""
14560	"10002179"	1	"L"	""	"Silicification and epidote replacement."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14561	"10001568"	1	"L"	""	"Locally conspicuous iron-staining."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14562	"10307493"	1	"L"	""	"Related to a contact zone of a granitic body."	"ARDF migration"	"06-OCT-03"	""	""
14563	"10307553"	1	"L"	""	"Footwall schist is altered to chlorite and sericite."	"ARDF migration"	"06-OCT-03"	""	""
14564	"10002170"	1	"L"	""	"Quartz veining."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14565	"10307280"	1	"L"	""	"These occurrences are oxidized, gossanous zones in metacarbonate rocks."	"ARDF migration"	"06-OCT-03"	""	""
14566	"10307966"	1	"L"	""	"Pyritization."	"ARDF migration"	"06-OCT-03"	""	""
14567	"10002564"	1	"L"	""	"Chlorite and epidote."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14568	"10307880"	1	"L"	""	"Strong silicification and ferricrete gossan."	"ARDF migration"	"06-OCT-03"	""	""
14569	"10307692"	1	"L"	""	"Trondhjemite is sericitized and locally permeated with hydrothermal hematite."	"ARDF migration"	"06-OCT-03"	""	""
14570	"10039799"	1	"L"	""	"Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
14571	"10308449"	1	"L"	""	"Quartz-sericite-pyrite, quartz-pyrite, carbonate, and magnetite alteration."	"ARDF migration"	"06-OCT-03"	""	""
14572	"10308986"	1	""	""	"The Silurian host rock adjacent to both the radioactive carbonate and the REE-carbonate veins are commonly marked by alteration zones a few inches thick adjacent to them marked by dark red by hematititc alteration.  The alteration is somewhat more intense adjacent to the radioactive veins."	"ARDF migration"	"06-OCT-2003 00:00:00"	""	""
14573	"10307683"	1	"L"	""	"Country rocks are pyritized."	"ARDF migration"	"06-OCT-03"	""	""
14574	"10307697"	1	"L"	""	"The rocks locally are sericitized, silicified, dolomitized, and permeated with hydrothermal hematite."	"ARDF migration"	"06-OCT-03"	""	""
14575	"10307870"	1	"L"	""	"Sulfides oxidized to free sulfur."	"ARDF migration"	"06-OCT-03"	""	""
14576	"10307695"	1	"L"	""	"Serpentinization of dunite hostrock."	"ARDF migration"	"06-OCT-03"	""	""
14577	"10001939"	1	"L"	""	"Oxidation of vein sulfides has occurred."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14578	"10001900"	1	"L"	""	"Quartz veining and oxidation of iron-bearing sulfide minerals is common along a high angle fault zone."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:16:29"
14579	"10308301"	1	"L"	""	"Oxidation; gossan development."	"ARDF migration"	"06-OCT-03"	""	""
14580	"10001941"	1	"L"	""	"Silicification, quartz veining, and oxidation of sulfides is present."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14581	"10002221"	1	"L"	""	"Limonitic staining."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:17:09"
14582	"10307259"	1	"L"	""	"Quartz veining, oxidation."	"ARDF migration"	"06-OCT-03"	""	""
14583	"10308099"	1	"L"	""	"The alteration is argillic, possibly fumarolic in nature."	"ARDF migration"	"06-OCT-03"	""	""
14584	"10307283"	1	"L"	""	"Oxidation; thin gossan zone in metasedimentary rocks."	"ARDF migration"	"06-OCT-03"	""	""
14585	"10000894"	1	"L"	""	"The area is underlain by hydrothermally altered Mesozoic graywacke and argillite (Reed and others, 1978).  Alteration mineralogy is not specified. However, based on its reported similarity to altered zones at Thunder Creek (TL032, TL058), it is most likely argillic alteration of Mesozoic sedimentary rocks."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14586	"10003440"	1	"L"	""	"Oxidation of Fe and Cu minerals."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:16:21"
14587	"10307693"	1	"L"	""	"Sheared granitic hostrock is silicified and/or sericitized, and permeated with hydrothermal hematite."	"ARDF migration"	"06-OCT-03"	""	""
14588	"10000281"	1	"L"	""	"None or minor."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:17:08"
14589	"10001820"	1	"L"	""	"Silicification."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14590	"10001858"	1	"L"	""	"Clay and carbonate replacement of host rocks and quatz-calcite veining."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:17:01"
14591	"10002173"	1	"L"	""	"Quartz veining and possibly quartz-pyrite-sericite replacement."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
14592	"10307829"	1	"L"	""	"Ferricrete oxidation common."	"ARDF migration"	"06-OCT-03"	""	""
14593	"10309019"	1	""	""	"None."	"ARDF migration"	"06-OCT-2003 00:00:00"	""	""
